phi std_phi theta std_theta
22.641 0.561 72.656 0.619
22.935 0.581 70.484 0.638
23.170 0.579 68.263 0.658
23.395 0.580 66.029 0.674
23.571 0.582 63.640 0.675
23.690 0.587 61.291 0.685
23.820 0.583 58.983 0.692
23.886 0.560 56.515 0.676
23.915 0.587 54.102 0.689
23.935 0.587 51.698 0.695
23.861 0.572 49.265 0.684
23.809 0.579 46.887 0.702
23.684 0.586 44.445 0.679
23.537 0.576 42.129 0.670
23.381 0.577 39.815 0.650
23.182 0.572 37.557 0.648
22.934 0.568 35.354 0.633
22.676 0.566 33.156 0.617
22.379 0.571 31.009 0.612
22.077 0.542 28.980 0.588
21.738 0.538 27.004 0.559
21.392 0.550 25.067 0.542
21.048 0.550 23.182 0.525
20.721 0.547 21.455 0.513
20.349 0.512 19.712 0.486
19.980 0.515 18.036 0.473
19.635 0.516 16.408 0.448
19.264 0.503 14.911 0.425
18.884 0.494 13.434 0.427
---
23.637 0.536 78.863 0.558
23.967 0.564 76.841 0.580
24.269 0.567 74.787 0.605
24.569 0.546 72.696 0.597
24.867 0.558 70.498 0.636
25.118 0.565 68.299 0.651
25.367 0.565 65.954 0.671
25.543 0.574 63.680 0.689
25.680 0.571 61.293 0.697
25.778 0.565 58.912 0.702
25.925 0.567 56.569 0.712
25.924 0.548 54.133 0.718
25.916 0.572 51.726 0.702
25.901 0.567 49.275 0.697
25.789 0.577 46.879 0.701
25.682 0.573 44.494 0.693
25.541 0.556 42.132 0.670
25.345 0.561 39.839 0.667
25.102 0.563 37.542 0.665
24.861 0.559 35.306 0.615
24.582 0.564 33.163 0.615
24.278 0.530 31.035 0.596
23.948 0.537 29.004 0.578
23.618 0.532 26.995 0.553
23.252 0.533 25.040 0.539
22.849 0.499 23.169 0.531
22.497 0.533 21.419 0.510
22.095 0.525 19.690 0.481
21.699 0.512 18.052 0.465
21.329 0.511 16.466 0.439
20.929 0.498 14.899 0.431
20.523 0.494 13.443 0.420
---
25.460 0.539 78.849 0.569
25.788 0.522 76.849 0.589
26.132 0.526 74.811 0.609
26.441 0.559 72.671 0.617
26.768 0.538 70.468 0.615
27.008 0.549 68.230 0.648
27.189 0.551 65.982 0.650
27.440 0.537 63.676 0.667
27.600 0.542 61.332 0.668
27.726 0.541 58.904 0.683
27.811 0.556 56.551 0.704
27.835 0.531 54.113 0.706
27.842 0.548 51.715 0.698
27.813 0.553 49.249 0.688
27.719 0.554 46.877 0.705
27.600 0.548 44.486 0.690
27.410 0.542 42.119 0.677
27.218 0.545 39.824 0.667
26.977 0.551 37.545 0.651
26.719 0.538 35.318 0.632
26.443 0.542 33.153 0.614
26.141 0.517 31.049 0.603
25.763 0.548 29.017 0.604
25.417 0.530 26.981 0.550
25.008 0.525 25.078 0.537
24.648 0.505 23.222 0.536
24.223 0.516 21.437 0.513
23.849 0.513 19.708 0.482
23.454 0.488 18.024 0.475
22.998 0.481 16.438 0.448
22.563 0.486 14.900 0.435
22.147 0.488 13.460 0.421
---
27.205 0.505 78.822 0.574
27.577 0.518 76.859 0.600
27.921 0.513 74.794 0.608
28.260 0.527 72.699 0.615
28.561 0.522 70.478 0.644
28.813 0.531 68.272 0.667
29.093 0.520 65.996 0.672
29.252 0.528 63.668 0.690
29.450 0.514 61.277 0.669
29.567 0.522 58.982 0.678
29.706 0.538 56.529 0.685
29.693 0.524 54.133 0.681
29.683 0.521 51.674 0.680
29.653 0.530 49.258 0.693
29.543 0.524 46.896 0.708
29.451 0.545 44.493 0.673
29.274 0.531 42.134 0.678
29.078 0.527 39.848 0.647
28.817 0.524 37.538 0.648
28.544 0.525 35.327 0.633
28.222 0.530 33.115 0.621
27.905 0.517 31.023 0.579
27.528 0.518 28.962 0.580
27.168 0.508 26.980 0.568
26.762 0.516 25.054 0.536
26.358 0.519 23.236 0.533
25.911 0.496 21.400 0.502
25.488 0.488 19.695 0.483
25.040 0.481 18.045 0.472
24.608 0.470 16.437 0.434
24.199 0.460 14.924 0.423
23.734 0.467 13.436 0.425
---
28.888 0.520 78.809 0.565
29.272 0.512 76.871 0.578
29.666 0.490 74.741 0.617
30.018 0.517 72.679 0.631
30.274 0.512 70.520 0.649
30.580 0.517 68.302 0.646
30.859 0.504 65.991 0.679
31.058 0.516 63.699 0.677
31.228 0.503 61.329 0.694
31.360 0.498 58.957 0.703
31.454 0.500 56.561 0.703
31.473 0.509 54.106 0.706
31.482 0.511 51.697 0.697
31.430 0.507 49.312 0.699
31.325 0.508 46.835 0.668
31.235 0.522 44.475 0.687
31.019 0.509 42.120 0.673
30.807 0.516 39.842 0.680
30.560 0.504 37.558 0.631
30.296 0.506 35.362 0.639
29.921 0.497 33.146 0.621
29.624 0.501 31.003 0.612
29.237 0.494 28.969 0.599
28.818 0.496 27.005 0.546
28.443 0.497 25.072 0.551
28.023 0.481 23.226 0.523
27.574 0.485 21.425 0.502
27.159 0.462 19.712 0.487
26.666 0.482 18.046 0.457
26.188 0.473 16.422 0.440
25.747 0.464 14.922 0.452
25.291 0.453 13.448 0.419
---
30.535 0.487 78.884 0.569
30.949 0.483 76.840 0.579
31.284 0.483 74.819 0.611
31.649 0.485 72.674 0.610
32.016 0.487 70.472 0.656
32.292 0.494 68.243 0.659
32.539 0.480 66.015 0.677
32.774 0.498 63.658 0.673
32.929 0.496 61.323 0.673
33.120 0.488 58.933 0.690
33.185 0.493 56.508 0.696
33.233 0.494 54.111 0.695
33.201 0.489 51.682 0.706
33.195 0.494 49.288 0.689
33.051 0.486 46.880 0.685
32.956 0.494 44.552 0.684
32.750 0.495 42.128 0.689
32.528 0.494 39.805 0.665
32.262 0.485 37.516 0.642
31.979 0.487 35.331 0.626
31.605 0.491 33.161 0.615
31.295 0.486 31.035 0.612
30.891 0.507 29.001 0.609
30.475 0.485 26.984 0.572
30.073 0.478 25.052 0.543
29.636 0.465 23.219 0.505
29.149 0.493 21.425 0.496
28.686 0.475 19.655 0.489
28.231 0.470 18.032 0.472
27.800 0.472 16.480 0.435
27.251 0.468 14.898 0.429
26.783 0.455 13.423 0.415
