phi std_phi theta std_theta
-25.550 4.253 34.119 2.041
-21.172 4.855 35.113 2.086
-16.805 4.873 35.740 1.711
-14.334 4.084 36.540 1.763
-10.284 4.394 37.821 1.891
-7.430 5.087 38.918 1.666
-4.203 4.579 39.876 1.903
-2.082 4.222 40.840 1.850
-0.665 4.116 42.167 1.720
3.121 3.534 43.343 1.892
5.002 3.565 44.314 2.078
5.814 3.967 45.714 1.965
7.207 3.023 46.245 2.000
---
-92.467 0.914 45.622 3.284
-90.806 0.539 43.994 2.928
-90.181 0.103 38.947 0.510
-nan -nan -nan -nan
-83.800 0.948 39.819 1.302
-80.871 2.557 39.746 2.022
-77.995 2.084 39.056 2.986
-74.694 2.237 38.040 2.579
-71.419 3.369 37.109 2.804
-67.165 2.843 35.984 2.918
-64.002 2.846 35.888 3.179
-59.779 2.711 35.819 2.600
-54.673 3.111 34.242 2.537
-52.026 4.355 34.588 3.360
-47.080 3.747 34.472 2.506
-42.410 3.926 34.650 2.199
-38.008 4.335 34.126 2.241
-35.318 5.615 35.564 2.507
-30.513 5.046 35.658 2.368
-26.477 4.860 36.085 2.030
-22.688 4.869 36.587 2.055
-19.306 4.489 37.795 1.983
-16.017 4.316 38.247 1.783
-11.843 4.626 39.075 1.721
-10.502 4.478 40.406 2.109
-6.503 4.165 41.314 1.847
-4.440 4.043 42.110 1.915
-2.717 3.837 43.194 1.723
0.542 4.222 44.160 1.827
1.964 4.319 45.555 1.898
2.999 3.711 45.883 1.681
5.753 3.024 47.286 1.792
---
-90.837 0.539 46.298 2.797
-nan -nan -nan -nan
-nan -nan -nan -nan
-83.361 2.418 42.870 1.285
-81.057 1.952 42.567 2.858
-78.813 1.839 41.359 2.728
-75.975 2.264 39.594 2.658
-73.346 2.044 39.956 2.874
-69.380 2.405 38.896 2.641
-65.953 2.632 38.123 2.975
-62.604 3.079 37.583 2.666
-58.288 2.943 37.027 2.619
-54.563 3.094 36.912 2.643
-50.710 3.078 36.303 2.635
-47.098 3.441 36.405 2.519
-42.848 4.107 36.239 2.869
-37.851 10.865 36.362 2.509
-35.213 3.737 36.929 2.280
-31.163 4.161 37.145 2.095
-27.588 4.611 37.559 2.094
-24.797 4.867 38.192 2.290
-20.539 4.924 38.967 2.055
-17.405 4.343 39.682 2.210
-15.254 4.215 40.505 1.889
-11.734 4.479 41.257 1.877
-8.768 4.423 42.259 1.972
-6.256 3.548 43.463 1.858
-3.593 4.108 44.317 1.789
-1.942 3.653 45.413 1.823
0.559 3.599 46.356 1.734
2.015 3.298 47.535 1.921
4.295 3.108 48.456 1.797
---
-nan -nan -nan -nan
-nan -nan -nan -nan
-85.256 0.000 48.468 0.000
-82.195 1.673 44.417 2.279
-79.157 1.781 43.326 2.550
-77.554 2.004 42.811 2.239
-74.130 1.758 41.855 2.470
-71.155 2.291 40.659 2.637
-68.041 2.451 40.183 2.864
-64.931 2.498 39.958 2.708
-61.560 2.499 39.357 2.317
-57.889 2.775 38.978 2.849
-53.955 3.377 38.050 2.723
-50.692 3.576 38.296 2.640
-46.905 3.584 38.346 2.530
-42.774 3.558 38.143 2.886
-39.280 3.980 38.316 2.669
-35.919 4.093 38.483 2.319
-31.896 3.860 39.241 1.944
-27.807 4.171 39.316 2.232
-25.501 3.875 40.333 2.142
-22.102 3.931 40.369 1.890
-19.235 4.154 41.289 1.980
-15.867 3.804 42.060 1.808
-14.275 3.598 42.915 1.585
-10.438 3.342 43.459 1.668
-7.808 3.328 44.401 1.925
-5.593 3.993 45.335 1.804
-3.884 3.660 46.405 1.838
-1.231 3.263 46.966 1.686
-0.191 3.080 48.110 1.794
1.715 3.317 49.128 1.974
---
-nan -nan -nan -nan
-nan -nan -nan -nan
-82.911 1.930 45.920 2.557
-80.897 2.419 45.904 2.572
-78.138 2.095 44.233 2.802
-75.376 2.033 44.356 2.083
-72.279 1.853 43.022 2.272
-70.045 2.350 42.954 2.943
-66.946 1.961 42.265 2.737
-63.727 1.906 41.314 2.509
-60.978 2.519 41.014 2.114
-57.249 2.621 40.941 2.745
-53.298 2.662 40.189 2.525
-50.291 3.064 40.111 2.536
-46.499 2.942 39.840 2.205
-42.926 3.686 40.033 2.442
-39.544 3.477 40.190 2.394
-37.271 3.637 40.267 2.347
-33.236 3.330 40.856 2.320
-29.304 3.472 41.070 2.340
-26.321 4.163 41.454 1.929
-23.348 4.773 42.369 2.012
-19.807 3.609 43.121 2.187
-18.092 3.772 43.652 1.591
-14.501 3.607 44.248 2.071
-12.353 3.348 45.116 1.775
-9.901 3.872 45.981 1.780
-7.479 3.147 46.647 1.792
-5.717 3.784 47.518 1.987
-4.443 3.246 48.400 1.904
-1.248 2.566 49.372 1.781
0.023 3.102 49.414 1.716
---
-nan -nan -nan -nan
-83.664 2.268 48.249 3.213
-81.040 1.487 47.868 2.030
-78.927 1.269 47.091 2.342
-76.931 2.370 46.225 2.688
-73.960 1.337 45.643 2.842
-71.307 2.575 44.546 2.472
-68.871 2.971 44.166 2.507
-65.514 2.097 43.601 2.246
-62.494 1.747 42.890 2.217
-59.226 2.254 42.805 2.507
-56.493 2.425 41.986 2.114
-52.857 2.740 41.544 2.152
-50.075 2.488 41.969 2.029
-46.477 2.818 41.697 2.503
-42.896 3.467 41.891 2.569
-39.675 3.269 41.161 2.090
-36.270 3.344 42.098 1.877
-34.067 3.153 42.578 2.022
-29.588 3.327 42.201 2.067
-26.493 4.028 43.157 1.727
-24.792 3.386 43.775 1.949
-21.950 4.011 44.752 1.949
-19.142 3.301 44.840 1.984
-16.132 3.344 45.461 1.846
-14.013 3.560 46.121 2.269
-11.847 2.635 46.727 1.932
-9.038 3.022 47.571 1.787
-6.304 3.590 48.431 1.937
-4.991 3.105 49.204 1.950
-2.898 2.971 49.662 1.409
-1.608 2.757 50.787 1.912
