phi std_phi theta std_theta
-150.328 4.241 35.903 2.050
-151.711 5.035 33.920 1.982
-152.214 5.074 31.997 2.167
-154.349 5.971 29.987 2.031
-156.728 6.700 27.825 2.054
-158.373 6.741 26.043 1.811
-157.053 39.781 23.662 1.961
-152.029 61.400 21.336 1.796
-104.178 130.581 19.313 1.544
-55.793 159.609 17.070 1.387
-5.352 169.136 15.091 1.345
75.638 146.468 13.479 1.376
127.340 91.782 11.954 1.650
128.533 71.537 11.056 2.379
124.292 49.222 11.013 2.827
113.473 30.985 11.124 3.713
102.325 7.173 12.620 3.565
93.953 3.156 13.922 3.499
90.114 0.123 17.934 2.613
-nan -nan -nan -nan
74.887 4.073 20.241 2.725
71.181 4.780 22.718 3.226
68.636 3.722 25.351 3.050
65.855 4.064 27.041 3.285
64.200 3.570 29.292 3.062
62.350 3.280 31.494 3.124
61.289 3.549 33.469 2.612
60.035 2.788 35.502 2.516
58.439 3.089 37.116 3.218
57.766 2.692 38.939 2.538
57.383 2.746 40.786 2.412
---
-146.295 3.545 36.919 2.272
-146.465 4.039 35.452 2.182
-147.544 4.935 33.342 2.236
-148.396 5.662 31.610 2.146
-150.786 5.606 29.198 2.282
-150.236 7.326 27.585 2.333
-149.998 25.808 25.124 2.172
-154.330 20.447 22.414 1.932
-150.213 49.930 20.235 1.908
-138.856 80.285 17.790 1.553
-111.553 118.880 15.746 1.592
-61.177 154.016 13.458 1.232
5.013 165.903 11.337 1.353
51.594 151.668 9.717 1.292
98.642 111.995 8.476 1.958
119.127 53.908 8.167 2.851
105.570 39.349 8.881 3.483
95.000 4.082 10.636 3.277
90.988 0.597 11.690 1.367
-nan -nan -nan -nan
68.927 6.683 17.500 3.182
67.000 5.954 19.346 3.018
64.736 4.790 22.280 3.064
61.815 4.862 24.168 2.685
60.429 4.400 26.465 3.035
58.511 4.185 28.749 2.804
57.378 3.541 30.844 2.861
56.259 3.783 33.113 2.582
55.600 3.163 34.947 2.577
55.241 2.955 37.187 2.582
54.525 3.000 38.499 2.652
53.839 2.628 40.466 2.512
---
-141.791 3.786 36.845 2.173
-142.174 3.986 35.280 2.225
-143.072 4.809 32.877 2.353
-143.643 4.629 30.883 1.983
-144.260 5.609 28.679 2.394
-145.346 6.125 26.429 2.108
-147.303 6.480 24.196 2.107
-148.578 8.006 21.591 2.026
-148.690 8.466 19.563 2.133
-143.322 52.995 16.971 2.012
-145.075 56.716 14.461 1.843
-109.925 111.699 12.069 1.762
-56.356 148.679 9.753 1.541
32.585 153.935 7.616 1.528
69.875 130.491 6.036 1.719
81.853 93.703 5.989 2.912
85.340 51.514 6.661 3.179
91.296 0.926 8.526 2.662
66.459 4.541 14.213 2.545
65.434 10.345 13.954 2.735
61.402 8.385 15.885 3.024
59.601 6.913 19.136 3.001
57.142 7.022 21.163 2.843
56.181 5.534 23.935 2.641
54.288 5.034 26.156 2.740
53.510 5.247 28.462 2.681
52.504 4.136 30.664 2.791
52.768 3.685 33.069 2.766
52.267 3.093 35.206 2.447
51.581 3.375 37.037 2.740
51.291 3.031 38.622 2.724
50.252 3.025 40.074 2.707
---
-138.019 3.261 36.807 2.299
-138.263 4.227 34.632 2.524
-138.934 4.609 32.763 2.528
-139.661 5.417 30.268 2.448
-138.630 5.206 28.509 2.228
-139.608 5.786 26.164 2.333
-139.740 6.836 23.856 2.537
-141.107 7.322 21.538 2.494
-139.775 25.944 18.701 2.603
-143.271 10.497 16.287 2.520
-135.482 53.278 13.808 2.406
-135.359 59.325 11.097 2.192
-105.809 102.414 8.485 1.934
-58.147 136.816 6.089 1.967
10.752 138.485 4.371 2.031
46.710 102.053 3.878 2.357
84.806 8.223 6.453 1.563
21.002 5.177 4.771 1.145
52.478 15.528 10.196 3.386
52.249 13.199 12.780 2.758
49.747 10.064 15.848 2.570
49.651 8.013 18.115 2.451
49.119 6.729 20.704 3.199
48.780 7.050 23.357 2.910
48.699 5.605 26.237 2.818
48.325 4.491 28.385 2.809
48.076 4.770 30.502 2.776
47.864 4.234 32.435 2.648
47.376 3.985 34.628 2.657
47.257 3.523 36.643 2.257
47.445 3.775 38.940 2.512
46.885 2.535 40.017 2.522
---
-134.168 3.353 36.768 2.310
-134.202 3.688 34.648 2.447
-133.546 3.987 32.686 2.570
-134.218 4.861 30.542 2.711
-133.582 5.324 28.735 2.568
-132.634 5.481 26.631 2.609
-133.603 6.129 23.889 2.743
-132.884 7.055 21.662 2.739
-133.693 8.031 18.604 2.689
-133.247 9.198 16.155 2.805
-129.145 32.091 13.491 2.702
-130.756 25.211 10.778 2.916
-111.737 67.060 8.089 2.542
-67.235 109.960 5.315 2.592
-44.511 103.957 3.880 2.526
19.035 109.827 0.854 0.514
-nan -nan -nan -nan
23.141 28.023 7.401 2.318
36.081 18.700 10.447 2.607
39.481 12.604 12.932 2.498
41.120 10.050 15.947 2.644
40.881 8.624 18.449 2.454
41.517 7.372 20.962 2.298
41.965 6.171 23.628 2.387
42.412 6.506 26.131 2.422
41.942 5.189 28.325 2.615
43.169 4.902 30.847 2.483
42.514 4.178 32.124 2.356
43.585 4.048 34.958 2.445
43.563 3.888 36.652 2.399
42.908 3.596 38.449 2.323
43.278 2.925 39.921 2.143
---
-130.055 3.362 36.763 2.413
-128.991 3.192 35.387 2.556
-130.003 3.712 32.784 2.584
-128.481 4.408 30.965 2.842
-128.491 4.417 28.561 2.762
-127.583 5.833 26.350 2.896
-126.433 4.992 24.001 2.764
-125.813 6.136 21.580 2.804
-124.393 7.022 19.070 2.957
-123.161 7.291 16.293 2.899
-119.996 9.464 13.856 3.301
-110.742 37.874 11.174 3.230
-105.536 37.781 8.614 3.484
-79.862 67.931 6.200 3.381
-28.793 88.048 6.799 3.228
-49.936 0.000 8.485 0.000
-1.086 24.050 6.491 1.506
17.056 23.467 8.931 1.802
23.111 18.052 11.316 2.118
28.377 13.734 14.121 2.093
29.978 11.228 16.164 2.117
32.225 11.990 18.898 2.334
33.222 7.750 21.286 2.479
34.226 6.995 23.555 2.321
36.287 7.012 26.063 2.522
36.944 4.776 28.282 2.288
37.915 5.032 30.579 2.371
38.131 4.562 32.502 2.361
39.000 4.123 34.792 2.242
38.634 3.419 36.330 2.064
39.147 3.674 38.529 2.297
39.585 3.191 40.416 2.241
---
-126.098 2.992 37.084 2.570
-125.943 3.198 34.891 2.553
-124.762 3.686 33.377 2.504
-124.135 3.382 31.050 2.515
-122.956 3.917 28.934 3.453
-121.756 4.451 26.866 3.117
-119.954 4.657 24.643 2.962
-117.665 4.571 22.426 2.916
-116.300 5.187 19.522 3.009
-112.624 5.743 17.299 3.270
-109.164 6.513 14.450 3.188
-102.456 6.777 12.231 3.719
-91.507 31.294 9.858 3.834
-91.494 0.000 3.603 0.000
-nan -nan -nan -nan
-30.272 23.031 7.264 1.718
-11.547 22.237 8.320 1.777
1.663 19.022 10.133 1.550
9.534 16.756 12.294 1.671
17.367 13.615 14.787 1.596
20.649 11.769 17.211 2.486
24.242 8.739 19.645 1.957
26.268 7.341 21.747 2.035
28.772 7.395 24.450 2.085
30.917 6.075 26.680 2.165
31.443 5.359 28.767 2.138
33.027 5.392 31.236 2.439
33.745 4.990 32.975 2.343
35.542 3.752 35.187 2.518
35.156 4.422 36.815 2.303
36.165 3.784 38.598 2.165
37.048 3.622 40.443 2.468
---
-121.933 2.412 37.754 2.820
-121.226 2.988 35.750 2.700
-120.734 3.099 33.524 3.044
-118.880 3.201 31.757 3.064
-118.025 3.908 29.719 3.217
-116.007 3.740 27.599 2.952
-113.293 3.700 25.547 3.158
-111.683 4.064 23.094 3.322
-108.065 5.875 20.888 3.485
-104.192 4.120 18.796 3.523
-98.439 4.443 16.270 3.275
-93.876 3.011 14.073 3.548
-91.079 0.000 14.147 0.000
-nan -nan -nan -nan
-54.674 11.099 10.838 2.244
-35.982 16.672 10.107 2.571
-21.549 16.659 10.977 1.772
-10.951 15.846 12.515 1.465
-0.068 15.241 14.354 1.766
9.205 12.272 16.420 1.902
12.323 11.100 18.456 1.666
18.966 9.611 20.879 2.035
20.345 7.892 22.949 1.911
22.373 7.211 25.106 2.038
25.253 6.648 27.227 1.901
27.386 6.193 29.924 2.277
28.345 5.028 31.587 2.227
29.841 4.807 33.875 2.315
30.956 4.118 35.599 1.997
31.224 4.067 37.304 2.029
32.711 6.008 38.881 2.423
33.303 3.321 40.369 1.783
---
-118.873 2.563 38.166 2.763
-117.507 2.753 36.009 2.766
-115.964 2.840 34.410 2.961
-114.682 2.693 32.378 2.993
-113.006 3.024 30.196 3.104
-110.772 2.849 28.542 3.335
-108.443 2.802 25.611 3.381
-105.946 3.231 23.600 3.433
-101.689 2.865 22.069 3.404
-97.175 2.632 19.926 3.442
-92.935 1.986 17.232 3.603
-90.292 0.268 15.468 3.407
-75.703 0.000 11.393 0.000
-64.933 6.354 13.899 2.254
-51.115 12.816 12.811 2.391
-37.065 13.594 12.725 2.263
-24.254 14.643 13.393 1.869
-14.257 13.491 14.737 1.667
-8.451 12.757 16.254 1.634
0.526 11.414 18.256 1.545
7.292 10.135 20.127 1.565
9.718 8.611 22.083 1.566
13.269 7.828 24.020 2.449
17.577 7.094 26.195 1.813
19.538 7.292 28.437 2.046
21.514 7.890 29.897 2.734
22.706 5.829 32.286 1.884
24.771 5.411 34.330 2.051
26.962 4.776 36.208 2.054
28.295 3.988 37.925 2.036
28.928 3.761 39.339 2.061
30.095 4.031 41.235 1.971
---
-115.167 2.041 38.286 2.410
-113.436 2.080 36.622 2.481
-112.567 2.365 34.429 3.026
-110.438 2.477 33.231 2.888
-108.290 3.641 30.761 3.202
-106.306 2.330 29.299 3.383
-103.411 2.532 26.761 3.146
-99.737 2.308 25.482 3.272
-95.945 2.259 23.265 3.661
-92.274 1.536 21.348 3.868
-90.521 0.450 16.230 1.099
-77.862 0.000 14.304 0.000
-70.148 4.728 17.868 2.682
-62.292 7.616 16.326 3.037
-49.911 9.596 15.482 2.324
-37.624 11.540 15.388 2.539
-28.574 13.772 16.030 2.209
-20.168 11.324 17.418 1.744
-11.353 11.165 18.460 1.615
-3.339 11.866 19.731 1.805
0.025 8.064 21.678 1.603
4.749 7.886 23.449 1.718
9.741 8.433 25.571 1.894
12.756 7.013 27.383 1.866
14.634 6.758 29.244 1.779
17.381 6.086 31.273 1.977
19.697 5.498 33.205 1.928
20.642 5.198 34.903 2.179
22.810 4.620 36.303 2.044
24.831 3.466 38.050 1.994
25.701 3.871 40.056 2.117
26.853 3.489 41.472 1.785
---
-111.409 2.240 39.444 2.859
-110.091 2.068 37.193 3.024
-108.115 1.847 35.869 3.080
-106.352 2.146 33.792 3.446
-104.378 2.067 32.125 3.087
-101.638 1.952 30.287 3.057
-98.622 1.768 28.160 3.128
-94.878 1.706 27.377 3.509
-91.998 1.335 25.186 3.115
-90.598 0.270 24.440 2.001
-78.273 0.000 24.086 0.000
-72.948 4.628 20.517 4.028
-64.997 7.240 18.439 3.439
-59.485 6.453 18.986 3.168
-48.787 8.020 18.363 2.636
-39.966 8.753 18.040 2.576
-31.425 9.303 18.763 2.115
-22.708 9.634 19.733 1.961
-15.162 9.531 20.562 1.872
-9.831 8.942 21.894 1.758
-4.845 8.514 23.638 1.503
0.228 7.807 25.236 1.732
3.305 7.427 26.901 1.506
7.450 7.062 28.759 1.684
9.978 5.807 30.455 1.881
14.097 5.675 32.211 2.023
15.825 5.844 34.334 1.731
17.962 5.208 35.792 1.911
18.957 5.095 37.029 2.095
20.948 4.285 39.306 2.023
22.611 4.318 40.946 2.153
23.630 3.826 41.999 2.014
---
-108.093 3.021 40.120 2.763
-106.394 1.660 38.412 3.132
-104.808 1.693 36.283 2.938
-102.644 1.713 35.039 3.285
-100.479 1.779 33.241 3.147
-97.614 1.722 31.811 3.202
-94.280 1.462 29.874 2.919
-91.736 1.214 28.130 3.454
-90.115 0.099 26.254 1.426
-nan -nan -nan -nan
-74.862 3.921 23.075 2.540
-70.324 4.551 22.981 3.203
-64.106 4.494 21.729 2.861
-56.326 6.624 21.111 3.060
-48.139 6.637 20.528 2.584
-40.775 9.029 20.543 2.876
-33.491 8.319 21.251 2.340
-25.829 8.473 21.706 2.083
-18.930 9.034 22.784 2.079
-14.030 7.949 24.119 1.762
-7.912 8.117 25.454 1.553
-4.248 7.180 26.946 1.644
0.498 7.007 28.383 1.675
4.229 6.679 30.600 2.626
6.573 6.232 31.979 1.904
9.494 6.015 33.719 1.881
11.109 5.610 34.961 1.894
14.281 4.869 36.544 2.093
16.489 4.123 38.152 1.969
17.570 3.475 39.794 1.766
19.797 3.833 41.360 1.729
20.571 3.847 42.736 2.045
---
-104.774 1.333 41.428 2.402
-103.446 1.412 39.199 2.572
-101.259 2.697 37.346 2.675
-99.022 1.410 36.011 2.950
-96.478 2.328 35.132 2.873
-93.758 1.394 32.740 3.072
-91.610 0.981 31.654 3.462
-90.206 0.092 31.338 1.606
-nan -nan -nan -nan
-77.665 3.435 28.000 3.338
-74.898 3.684 26.032 2.746
-68.082 4.196 24.975 3.107
-61.954 4.648 23.921 3.018
-54.874 5.584 23.610 2.917
-48.694 5.596 23.289 2.632
-40.936 7.334 23.203 2.607
-35.120 7.748 24.007 2.279
-27.819 7.472 24.107 2.239
-22.774 7.192 25.143 1.983
-16.797 7.770 26.246 1.930
-11.636 6.537 27.207 2.382
-6.406 6.705 28.483 1.718
-3.467 6.448 29.978 1.902
-0.064 5.914 31.735 1.860
2.941 5.576 33.316 1.671
6.520 6.179 34.883 1.780
8.895 4.518 35.756 1.932
10.592 4.192 37.385 1.750
13.345 4.474 38.904 1.999
14.587 4.089 40.677 2.025
17.067 4.587 42.514 2.049
17.786 3.621 43.447 2.132
---
-102.559 1.403 40.970 2.662
-100.339 2.200 40.171 2.779
-98.317 1.231 38.371 2.708
-95.836 1.286 37.126 2.906
-93.536 1.167 35.369 3.116
-91.314 0.900 34.296 3.047
-90.144 0.078 31.587 2.373
-nan -nan -nan -nan
-78.300 2.799 29.064 1.664
-76.128 3.526 29.490 3.094
-70.880 3.365 27.911 2.889
-66.355 3.701 27.442 3.027
-60.016 4.237 26.255 2.662
-54.168 5.057 26.044 3.021
-48.930 5.632 26.219 2.657
-41.656 5.909 26.018 2.844
-35.530 6.385 25.826 2.434
-29.481 6.725 26.482 2.266
-23.510 6.672 27.234 2.060
-19.204 7.283 28.274 1.860
-14.667 6.786 29.320 1.907
-9.365 6.027 30.377 1.893
-6.796 5.479 31.514 1.650
-2.397 5.290 32.892 1.836
0.898 5.710 34.542 1.714
3.424 5.718 35.675 1.763
6.040 5.173 37.382 1.828
7.371 4.403 39.107 1.590
9.760 4.419 40.461 1.741
13.283 4.334 41.483 1.696
13.552 3.765 42.396 2.107
14.711 3.814 43.775 1.742
---
-99.892 1.199 42.131 2.671
-97.572 1.086 41.347 3.070
-95.618 1.099 39.438 2.556
-93.265 1.091 38.176 3.198
-91.155 0.819 37.433 2.901
-nan -nan -nan -nan
-nan -nan -nan -nan
-80.837 2.290 33.699 3.020
-77.967 3.191 31.990 2.548
-73.754 2.246 31.718 3.573
-68.693 2.863 30.128 2.724
-63.880 3.876 29.215 3.143
-58.632 4.100 28.237 3.001
-53.169 4.930 28.041 3.256
-47.654 4.836 27.926 2.605
-42.367 5.385 27.871 2.419
-35.771 5.595 27.971 2.324
-31.156 5.790 28.812 1.972
-26.641 6.238 29.692 2.422
-21.440 6.013 29.956 2.033
-17.642 5.898 31.225 2.086
-13.130 5.672 32.388 1.791
-8.366 5.781 33.166 1.891
-5.940 5.589 34.362 1.790
-2.084 5.459 35.729 1.796
0.131 4.990 37.398 1.640
3.235 4.652 38.556 1.865
5.450 5.045 39.883 1.935
6.651 4.525 41.089 1.904
9.801 4.152 42.614 1.850
11.577 3.492 43.615 2.020
13.304 3.823 45.139 1.681
---
-97.047 1.090 43.286 2.604
-95.052 1.011 42.448 2.827
-92.893 0.928 40.711 2.631
-91.007 0.712 39.622 3.162
-90.048 0.030 37.836 1.977
-nan -nan -nan -nan
-82.544 2.571 39.232 4.268
-79.003 2.808 35.217 2.535
-75.208 2.758 33.688 3.046
-71.115 2.663 32.699 2.808
-67.203 3.458 31.864 3.172
-62.276 3.200 31.362 2.753
-58.124 4.147 30.776 2.853
-52.248 3.867 30.236 2.703
-47.119 4.427 30.077 2.470
-42.841 4.655 30.254 2.297
-36.964 5.480 30.427 2.440
-32.100 5.695 30.920 2.131
-27.760 4.890 31.711 1.875
-23.408 5.985 32.281 1.978
-19.120 5.637 33.103 1.896
-15.223 5.636 33.944 2.227
-11.041 5.147 35.179 1.959
-8.203 5.175 36.205 1.950
-4.935 5.464 37.223 1.971
-2.463 4.719 38.425 1.974
0.441 4.630 39.544 1.738
1.694 4.054 40.943 1.865
4.756 3.960 42.070 1.884
6.029 3.956 43.187 1.905
8.768 4.082 44.679 2.314
9.899 3.426 45.617 1.765
---
-94.589 0.924 44.701 2.592
-92.702 0.978 42.923 2.793
-91.071 0.709 41.494 2.927
-90.005 0.000 40.823 0.000
-nan -nan -nan -nan
-83.672 1.513 38.563 0.370
-80.747 2.373 38.477 2.968
-76.568 2.839 36.346 2.953
-72.996 2.639 35.127 2.713
-68.705 2.734 34.767 3.198
-65.334 2.774 34.098 2.802
-60.395 3.882 33.116 3.095
-56.545 3.733 33.136 2.575
-51.799 4.513 32.363 2.854
-47.039 3.999 32.124 2.398
-42.156 4.717 32.379 2.464
-37.938 4.555 32.183 2.339
-33.353 4.285 32.713 2.124
-29.398 4.933 33.424 2.035
