phi std_phi theta std_theta
122.111 1.756 120.313 2.649
119.631 1.532 120.036 2.436
117.065 1.446 119.308 2.691
114.851 1.562 119.426 2.612
112.539 1.297 119.055 2.677
110.599 1.266 119.240 2.658
107.988 1.013 118.127 2.347
105.978 0.957 118.017 2.754
103.698 0.843 117.859 2.472
101.696 0.703 117.294 2.240
---
167.465 2.380 112.251 1.999
165.713 2.640 112.103 1.933
164.054 2.448 112.857 1.983
162.478 2.365 113.243 2.070
160.797 2.705 113.687 1.848
159.572 2.514 113.861 2.373
157.529 2.498 114.818 2.281
155.187 2.513 114.856 1.970
153.598 2.368 115.472 2.362
152.073 2.581 115.337 2.324
149.700 2.369 115.510 2.427
147.611 2.587 115.885 2.013
145.760 2.346 116.524 2.448
143.713 2.488 116.997 2.310
140.872 2.808 117.016 2.256
139.076 2.482 117.068 3.025
136.463 2.311 117.817 2.288
134.038 2.417 117.670 2.675
131.708 2.368 117.991 2.869
129.088 2.011 117.621 2.405
126.632 1.751 117.927 2.577
124.438 1.767 117.512 2.344
121.453 1.888 117.633 2.431
119.380 1.582 117.200 2.382
117.326 1.352 117.218 2.637
114.756 1.381 117.708 3.031
112.516 1.082 117.382 2.431
110.148 1.210 116.390 2.468
108.125 1.150 116.524 2.461
105.809 0.871 116.474 2.360
103.752 0.862 115.946 2.176
101.681 0.858 116.124 2.830
---
166.864 2.222 109.722 1.859
165.478 1.898 110.796 2.402
164.527 2.520 111.131 2.034
162.244 2.527 111.368 2.315
160.928 2.356 111.819 2.343
159.412 2.503 111.776 2.398
157.382 2.312 112.653 2.469
155.648 2.569 113.477 2.329
153.646 2.263 113.199 2.631
151.627 2.619 114.077 2.384
149.867 2.501 114.134 2.447
148.010 2.551 114.479 2.574
145.598 2.492 115.294 2.439
143.303 2.247 115.280 2.460
141.701 2.456 115.307 2.688
138.707 2.208 115.393 2.490
136.775 2.466 116.147 2.534
134.106 2.181 116.054 2.747
132.235 2.028 115.463 2.946
129.143 1.926 115.623 2.849
126.762 2.220 115.792 2.626
124.538 2.245 116.059 2.572
121.726 1.685 115.521 2.723
119.351 1.453 115.376 2.465
117.251 1.669 115.511 2.908
114.751 1.290 115.076 2.451
112.438 2.899 115.844 2.781
110.216 1.247 114.885 2.519
108.019 1.206 114.434 3.137
105.854 1.018 114.422 2.784
103.787 0.800 114.437 2.574
101.924 0.823 113.927 2.672
---
166.921 2.465 108.802 2.107
166.203 2.433 109.384 2.308
164.166 1.924 109.712 2.529
162.980 2.150 109.889 2.174
160.874 2.403 110.094 2.687
159.665 2.374 110.699 2.223
157.117 2.369 110.776 2.697
155.295 2.600 111.321 1.986
153.924 2.459 111.203 2.340
152.174 2.542 111.904 2.347
149.540 2.555 111.947 2.633
147.183 2.192 112.525 2.524
145.470 2.548 112.567 2.426
143.394 2.304 112.950 2.693
141.219 2.671 113.251 2.780
138.836 2.301 112.967 2.600
136.307 2.543 113.479 2.785
133.986 2.079 113.868 2.417
131.732 2.019 113.368 2.865
129.311 2.362 113.794 2.899
126.318 4.318 113.847 3.294
124.284 1.859 113.952 2.463
122.205 1.741 113.559 2.841
119.392 1.730 113.383 3.136
117.004 1.546 113.844 2.427
114.646 1.598 113.315 2.454
112.580 1.533 113.244 2.774
110.204 1.308 112.959 2.911
107.965 0.963 112.627 2.839
105.795 1.035 112.054 2.804
103.621 0.948 112.041 2.800
101.679 0.817 111.763 2.578
---
167.098 2.435 107.239 2.041
165.521 2.192 107.444 2.181
163.893 2.321 107.879 2.273
162.280 2.606 107.909 2.046
161.262 2.296 108.785 2.498
158.521 2.386 108.918 2.518
157.580 2.421 108.997 2.017
155.800 2.494 109.334 2.254
153.608 2.581 109.666 2.038
151.463 2.473 110.200 2.309
149.780 2.811 110.460 2.718
147.972 2.354 110.302 2.744
145.208 2.588 110.415 2.619
142.923 2.300 110.624 2.662
141.660 2.289 111.689 2.566
139.053 2.409 111.861 2.592
136.665 2.422 111.641 2.871
134.339 1.843 111.604 2.434
131.391 4.444 111.907 2.689
128.923 1.858 111.710 2.720
126.911 1.904 111.797 2.985
124.415 1.846 111.658 2.781
121.892 1.693 111.401 2.760
119.492 1.658 111.570 3.152
116.903 1.589 111.592 3.081
114.568 1.432 110.776 2.693
112.380 1.385 111.144 2.513
110.242 1.254 110.441 3.055
107.790 1.202 110.801 2.703
105.839 0.925 110.298 2.462
103.734 0.776 110.336 2.658
101.770 0.730 110.331 2.167
---
166.931 2.142 105.043 2.832
165.404 2.529 105.449 2.057
163.962 2.694 105.641 2.268
163.073 2.182 105.635 2.631
161.333 2.476 106.393 2.145
159.178 2.773 107.023 2.212
157.150 2.250 107.022 2.355
155.699 2.636 107.428 2.429
153.827 2.309 107.846 2.645
152.011 2.262 107.104 2.595
149.563 2.713 107.978 2.789
147.801 2.465 108.790 2.650
145.108 2.427 107.989 2.924
143.206 2.471 108.890 2.634
141.131 2.187 109.120 2.516
138.565 2.290 109.197 2.953
136.626 2.282 109.515 2.823
134.028 2.121 109.362 2.641
131.412 2.055 109.262 2.721
129.097 2.174 109.233 2.763
126.998 1.962 109.904 2.739
124.581 1.753 109.684 2.911
121.758 4.157 109.743 3.195
119.433 1.626 109.137 3.065
117.024 1.507 109.029 2.884
114.925 1.374 109.090 2.883
112.499 1.227 109.342 2.924
110.223 1.201 108.736 2.853
108.216 1.084 109.255 3.094
105.809 0.858 108.309 2.256
103.723 0.885 107.918 2.766
101.693 0.832 108.092 2.406
---
167.482 2.313 104.060 2.077
165.681 2.444 104.264 2.908
163.702 2.316 104.026 2.370
162.763 2.307 104.796 2.005
160.671 2.356 104.297 2.214
159.061 2.470 104.768 2.769
157.145 2.296 105.191 2.118
155.939 2.444 105.633 2.432
153.863 2.713 105.864 2.676
152.082 2.374 105.926 2.916
149.851 2.340 106.789 2.691
147.535 2.814 106.614 2.649
145.817 2.562 106.438 2.407
143.342 2.399 107.151 2.953
140.924 2.486 106.956 3.072
138.959 2.255 107.107 2.590
136.311 2.198 107.536 2.666
134.340 2.022 107.358 2.495
131.682 2.046 107.587 2.861
129.274 1.868 107.132 2.906
126.738 1.947 107.566 2.512
124.217 1.947 107.445 2.824
122.195 1.575 107.742 3.244
119.654 1.580 107.677 2.543
117.075 1.508 107.152 2.930
115.055 1.421 107.716 2.841
112.360 1.281 107.467 2.665
110.398 1.173 107.184 2.800
107.915 1.082 106.332 3.077
105.869 0.931 106.243 2.546
103.796 0.847 105.572 2.970
101.500 2.198 105.677 4.359
---
166.335 2.238 101.402 1.981
165.430 2.571 101.987 2.358
163.863 2.393 102.300 2.465
162.393 2.486 102.507 2.341
161.090 2.650 102.877 2.530
159.077 2.384 103.163 2.472
157.262 2.271 103.067 2.629
155.862 2.456 103.620 2.569
153.759 2.719 103.233 2.541
151.468 2.535 103.947 2.402
149.758 2.418 103.991 2.700
147.700 2.722 104.525 2.419
145.896 2.212 104.245 3.210
142.785 2.392 104.901 2.530
141.346 2.408 105.169 2.808
138.791 2.208 105.172 2.896
136.590 2.561 105.139 2.782
134.085 1.955 105.551 2.777
131.734 2.212 105.304 2.905
129.114 2.122 105.494 2.880
126.927 1.855 105.304 2.825
124.229 1.918 105.389 3.228
122.018 1.834 105.267 2.948
119.638 1.811 104.673 3.002
117.155 1.583 105.173 3.073
114.890 1.518 104.870 3.027
112.382 1.270 104.739 2.810
110.265 1.284 104.518 2.852
108.028 1.111 104.735 2.968
105.863 0.929 104.128 3.057
103.857 0.907 103.526 2.781
101.673 0.848 103.500 2.366
---
166.879 2.213 100.149 2.384
165.954 1.910 99.978 2.170
163.920 2.218 100.655 2.128
162.764 2.701 100.199 2.728
160.836 2.439 100.999 2.550
158.646 2.228 101.296 2.393
157.693 2.401 100.996 2.649
155.821 1.997 101.587 3.108
153.837 2.601 101.852 2.633
151.718 2.411 101.989 2.697
149.866 2.287 102.017 2.799
147.429 2.620 101.801 2.769
145.716 2.428 102.523 2.753
143.254 2.293 102.722 2.818
141.389 2.537 102.872 2.950
138.704 2.250 102.996 3.111
136.615 2.244 103.340 3.274
133.754 2.430 103.457 2.397
131.871 1.972 102.747 3.062
129.442 1.880 103.287 2.882
126.566 1.908 102.884 3.002
124.367 1.754 102.607 2.970
122.161 1.799 103.467 2.940
119.523 1.629 103.072 3.104
117.258 1.500 103.198 3.189
114.954 1.431 102.917 3.282
112.434 1.130 102.654 3.015
110.164 1.203 102.571 2.906
108.242 1.136 102.325 2.807
105.803 0.924 102.321 2.938
103.851 0.960 101.934 2.963
101.852 0.864 101.971 3.098
---
166.852 2.061 98.433 2.037
165.555 2.484 98.456 2.209
163.683 2.386 98.541 2.178
162.974 2.745 99.072 2.174
160.910 2.150 98.941 2.477
159.234 2.541 98.875 2.539
157.223 2.498 99.035 3.005
155.493 2.138 99.248 2.822
154.003 2.590 99.836 2.773
151.505 2.632 99.969 2.811
150.133 2.278 99.468 2.880
147.602 2.507 99.704 3.247
145.250 2.416 99.810 2.614
143.150 2.493 100.294 3.181
141.010 2.481 100.599 2.580
138.902 2.406 100.529 2.854
136.885 2.315 100.589 2.870
134.142 2.325 100.825 3.238
131.671 2.139 100.701 2.904
129.323 2.053 101.142 2.960
126.772 1.867 100.743 3.162
124.697 2.091 100.693 2.746
121.920 1.808 100.891 2.895
119.608 1.730 100.866 2.867
117.187 1.507 100.596 3.185
114.881 1.423 100.749 3.026
112.448 1.221 99.910 2.865
110.311 1.200 100.549 2.776
108.037 1.017 99.882 2.813
106.003 1.024 100.176 2.648
103.666 0.811 99.594 2.499
101.761 0.835 99.688 2.738
---
167.586 2.316 96.244 2.558
166.082 2.515 97.136 2.540
163.796 1.791 96.280 2.075
162.477 2.724 96.709 2.486
161.191 2.438 96.837 2.549
159.315 2.669 96.981 2.538
157.829 2.497 97.015 2.559
155.739 2.556 96.983 2.784
153.830 2.608 97.502 2.391
152.110 2.445 97.524 2.593
149.427 2.443 97.888 2.942
147.736 2.810 98.042 3.006
145.538 2.558 97.504 2.949
143.032 2.368 97.457 2.573
140.988 1.860 97.874 2.743
138.773 2.185 98.528 2.977
136.614 2.059 98.562 2.791
134.238 2.361 98.015 3.000
131.541 2.258 98.517 3.153
129.136 2.051 98.274 3.293
126.747 1.824 98.640 3.137
124.528 1.642 98.082 2.980
122.385 1.698 98.106 3.220
119.706 1.721 98.018 2.726
117.098 1.426 98.119 2.919
114.906 1.490 98.466 2.911
112.550 1.288 98.089 3.048
110.213 1.268 98.188 2.983
108.136 1.078 98.237 2.778
105.892 1.070 97.932 3.152
103.743 0.937 97.500 2.944
101.843 0.749 97.300 2.789
---
166.950 2.431 95.075 2.050
165.529 2.506 94.486 3.006
164.423 2.665 95.193 2.499
162.188 2.645 95.161 2.338
161.159 2.448 95.190 2.520
159.026 2.551 94.896 3.037
157.640 2.466 95.608 2.586
155.683 2.445 95.595 2.424
154.093 2.234 95.127 2.445
151.603 2.652 95.524 2.665
149.490 2.536 95.825 2.758
147.343 2.613 96.040 2.548
145.313 2.562 96.031 3.110
143.444 2.672 96.004 3.076
141.245 2.142 95.868 2.700
138.773 2.224 96.295 2.794
136.311 2.255 95.787 3.145
134.074 1.924 95.829 3.111
131.376 2.317 96.445 3.063
129.294 2.113 96.171 3.106
126.731 1.884 96.348 2.992
124.501 1.926 96.273 3.042
121.961 1.762 95.414 2.939
119.524 1.542 95.873 2.767
117.272 1.646 96.419 2.870
114.879 1.430 95.818 2.965
112.506 1.264 95.855 3.096
110.007 2.175 95.803 3.111
108.292 1.136 95.969 2.810
106.004 1.112 95.218 3.007
103.809 0.928 95.572 2.980
101.742 0.805 95.174 2.495
---
167.006 2.544 92.142 2.263
165.582 2.822 92.612 2.483
164.258 2.381 93.049 2.379
162.736 2.725 92.857 2.835
161.174 2.262 92.934 2.477
159.425 2.578 93.288 2.525
156.981 2.334 93.356 2.599
155.293 2.423 92.862 2.988
154.220 2.166 93.762 3.160
151.905 2.449 94.047 2.562
149.761 2.572 93.300 2.858
147.660 2.418 93.287 3.056
145.524 2.113 93.229 2.901
143.346 2.278 93.594 2.979
141.348 2.465 94.021 3.015
138.698 2.283 93.534 3.002
136.643 2.346 94.276 3.110
133.922 2.262 93.850 3.247
131.799 2.192 93.521 3.297
129.551 1.705 93.689 3.160
126.944 1.747 93.473 3.051
124.347 1.855 93.601 3.052
122.010 1.790 93.573 3.374
119.545 1.839 93.631 3.011
117.325 1.661 93.868 2.921
114.827 1.432 93.138 3.090
112.554 1.321 92.850 3.114
110.374 1.193 93.498 2.798
108.011 1.127 93.942 3.094
105.989 1.136 93.211 2.792
103.830 0.949 93.096 2.679
101.753 0.773 93.707 2.620
---
167.097 2.407 91.293 2.228
165.512 2.568 91.240 2.255
163.967 2.099 90.795 2.205
162.512 2.444 90.964 2.877
161.415 2.487 90.376 2.585
158.983 2.491 91.049 2.456
157.593 2.248 90.792 2.541
155.853 2.561 90.873 2.510
153.599 2.647 90.481 2.933
151.737 2.510 91.402 3.280
149.979 2.466 90.959 2.957
147.601 2.670 91.088 2.884
145.780 2.274 91.137 2.727
143.424 2.449 91.501 2.691
141.035 2.260 91.363 3.086
138.934 2.367 90.973 3.227
136.691 2.343 90.983 2.973
134.017 2.021 90.796 3.076
131.709 2.258 91.403 2.792
129.250 2.037 91.138 2.957
127.069 1.913 91.315 3.065
124.452 1.780 90.895 3.258
122.012 1.857 91.590 3.456
119.519 1.635 91.411 2.988
117.236 1.523 91.376 3.159
114.871 1.308 91.063 3.261
112.587 1.342 90.989 2.819
110.354 1.253 91.280 2.908
108.027 1.208 90.471 2.761
105.742 1.033 91.145 2.887
103.757 0.950 91.568 2.918
101.638 1.722 91.600 2.707
---
166.806 1.972 89.050 2.325
165.415 2.314 88.982 2.268
164.033 2.464 89.010 2.889
162.403 2.473 88.614 2.253
160.593 2.537 88.753 2.533
159.367 2.454 88.818 2.684
158.000 2.452 88.574 2.707
155.934 2.460 88.707 2.713
153.850 2.281 88.770 2.919
151.566 2.371 88.742 3.165
149.706 2.310 88.735 2.665
147.938 2.228 88.562 2.782
145.212 2.148 89.026 2.851
141.610 20.684 88.125 7.571
141.007 2.436 88.991 2.980
138.826 2.155 88.629 3.290
136.492 2.211 88.938 2.939
134.286 2.342 88.600 2.928
131.635 2.034 88.502 3.043
129.192 2.044 88.736 2.893
127.012 2.025 88.965 3.233
124.428 1.824 89.017 3.518
122.066 1.745 89.160 2.901
119.565 1.576 89.131 3.005
117.421 1.661 88.892 3.281
114.956 1.445 88.162 2.680
112.502 1.448 89.168 2.818
110.269 1.336 88.848 2.701
107.896 1.017 88.829 2.599
105.904 1.017 88.430 2.641
103.897 0.962 89.093 2.649
101.827 0.790 89.118 2.952
---
166.769 2.303 86.731 2.406
165.470 2.034 87.371 2.546
164.287 2.488 86.914 1.954
162.303 2.509 86.858 2.495
161.014 2.712 86.521 2.609
159.388 2.152 87.120 2.129
157.361 2.614 86.721 2.983
155.666 2.533 86.879 2.857
153.536 2.571 86.764 2.805
151.549 2.520 86.853 3.106
149.766 2.647 86.421 2.415
147.609 2.786 86.322 2.990
145.405 2.442 86.378 2.697
143.605 2.630 86.301 2.918
141.694 2.346 87.264 2.669
138.648 2.230 86.230 2.690
136.678 1.863 86.590 3.265
134.138 2.516 86.426 2.857
131.605 2.143 86.425 3.159
129.176 2.134 86.282 2.740
126.790 2.097 85.990 3.177
124.833 1.777 86.469 3.139
121.874 1.925 86.588 3.135
119.448 1.591 86.584 3.061
117.098 1.459 86.342 3.370
114.565 1.297 86.504 2.900
112.461 1.288 86.520 2.887
110.257 1.378 86.704 2.952
107.771 1.090 87.075 2.876
105.813 0.986 86.911 2.992
103.575 0.953 86.733 2.568
101.826 0.942 86.982 3.223
---
167.197 2.577 84.670 2.884
165.592 2.193 85.677 2.317
164.302 1.963 85.472 2.673
162.319 2.234 85.214 2.134
160.848 2.290 85.523 2.738
159.581 2.292 84.562 2.656
157.623 2.331 84.610 2.429
155.936 2.638 84.819 2.797
153.924 2.582 84.790 2.965
151.875 2.679 84.638 2.649
149.906 2.309 84.724 2.652
147.778 2.189 84.306 3.069
145.912 2.448 84.432 3.104
143.201 2.337 84.056 2.742
141.007 2.165 84.332 3.091
138.654 2.410 83.964 2.659
136.674 2.134 84.173 2.798
134.020 2.164 83.957 2.994
131.521 1.916 84.379 3.070
129.293 2.088 83.765 2.998
126.729 1.705 84.328 3.206
124.443 1.970 83.744 3.412
121.970 1.743 83.808 2.761
119.659 1.667 84.128 2.684
117.052 1.707 84.178 3.313
114.868 1.423 84.123 2.950
112.458 1.247 84.225 2.905
110.218 1.104 84.494 3.185
107.976 0.996 83.882 3.057
105.994 0.999 84.477 3.019
103.703 1.012 84.559 2.762
101.866 0.814 84.745 2.497
---
167.125 2.113 83.986 2.120
165.532 2.230 83.662 2.379
164.228 2.222 82.837 2.415
162.288 2.353 83.532 2.613
160.956 2.931 83.293 2.275
159.111 2.336 82.984 2.470
157.344 2.684 82.493 2.377
155.809 2.496 82.385 2.761
153.481 2.491 82.460 2.858
151.907 2.520 82.791 2.802
149.774 2.603 82.103 2.733
147.865 2.180 82.255 2.651
145.130 2.619 81.812 3.034
143.211 2.285 82.182 2.831
141.186 2.105 82.212 2.740
138.655 2.355 82.019 2.764
136.316 2.268 81.069 2.978
134.383 2.428 82.052 3.176
131.517 2.113 81.597 3.277
129.002 4.779 81.813 3.698
126.581 2.009 81.900 3.295
124.456 1.672 81.720 2.701
121.981 1.720 81.373 3.157
119.674 1.653 81.226 2.799
117.238 1.539 81.714 2.926
115.086 1.484 81.515 3.308
112.402 1.194 82.315 2.768
110.303 1.171 81.950 2.629
108.285 0.976 81.974 2.980
105.765 1.011 82.213 3.069
103.758 0.932 81.992 2.859
101.790 0.821 82.517 2.866
---
167.287 2.203 81.612 2.058
165.546 2.582 81.258 2.433
164.077 2.121 81.861 2.497
162.807 2.569 80.952 2.729
160.561 2.265 81.224 2.559
159.377 2.572 80.833 2.452
157.873 1.954 80.905 2.713
155.713 2.607 80.449 2.208
153.750 2.293 80.377 2.856
151.915 2.220 80.608 2.452
150.142 2.448 79.925 2.541
147.790 2.589 79.527 3.006
145.057 2.382 79.671 3.052
143.234 2.650 79.701 2.951
140.997 2.321 79.565 3.016
139.060 2.303 79.619 3.193
136.604 2.499 79.773 2.885
133.989 2.140 79.053 2.784
131.784 2.067 79.016 3.041
129.262 1.745 79.514 3.119
126.777 2.138 78.882 2.814
124.802 1.710 79.550 3.519
121.862 1.696 79.220 3.219
119.325 1.524 79.803 3.035
117.361 1.496 79.039 2.905
114.719 1.312 79.392 3.196
112.430 1.165 80.037 2.988
110.148 1.188 79.717 2.854
108.035 1.048 79.636 2.827
105.786 0.956 80.057 2.608
103.820 0.918 79.911 2.624
101.756 0.811 80.077 2.862
---
166.917 2.355 79.698 2.071
165.343 2.316 80.061 2.119
164.048 2.397 79.326 2.411
162.650 2.316 79.499 2.464
160.905 2.095 78.934 2.490
159.284 2.800 79.775 2.064
157.365 2.624 79.101 2.540
155.558 2.429 78.105 2.677
153.896 2.860 78.529 2.627
151.332 2.311 78.599 2.905
149.792 2.401 78.058 2.729
147.605 2.286 77.471 2.863
145.744 2.685 77.640 2.789
143.272 2.628 77.379 2.950
140.967 2.187 77.444 3.083
138.665 2.509 77.446 2.730
136.423 2.178 76.913 2.874
133.757 2.239 77.482 2.948
131.915 2.234 76.559 2.981
129.295 2.040 77.313 2.997
126.865 1.984 77.328 3.053
124.266 1.740 77.437 2.943
121.834 1.718 76.528 2.917
119.224 3.358 77.019 3.164
117.150 1.437 77.083 2.990
114.799 1.368 77.214 3.175
112.485 1.303 77.440 2.643
110.317 1.216 77.550 2.871
107.941 1.094 77.698 2.941
105.853 0.944 77.549 2.769
103.921 0.927 77.479 2.679
101.682 0.727 78.736 2.477
---
167.063 2.318 78.552 2.526
165.604 2.157 77.353 2.220
164.232 2.408 77.868 2.507
162.525 2.326 77.681 2.565
160.864 2.438 77.836 2.466
159.069 2.586 76.570 2.142
157.531 2.344 76.409 2.418
155.621 2.557 76.611 2.309
154.003 2.813 76.410 2.940
152.003 2.342 75.800 2.595
149.667 2.260 75.802 2.733
147.607 2.650 75.223 2.570
145.908 2.530 75.711 2.585
143.796 2.570 75.196 2.977
140.753 2.165 75.419 3.069
138.442 2.250 74.814 2.611
136.037 2.255 75.163 2.704
134.150 2.127 74.678 2.593
131.689 1.989 74.760 2.760
129.120 2.101 74.826 3.052
126.679 2.065 74.651 2.668
124.010 1.787 74.610 2.865
121.740 1.818 74.959 3.049
119.264 1.799 74.790 3.051
116.905 1.524 75.430 2.585
114.706 1.581 74.962 3.128
112.648 1.334 75.171 2.832
110.230 1.227 75.142 2.548
107.941 1.182 75.740 2.739
105.900 0.862 75.266 2.571
103.802 1.046 75.954 2.667
101.802 0.889 76.167 2.993
---
167.006 2.152 76.072 2.266
165.090 2.234 76.489 2.375
163.863 2.077 75.553 2.356
162.970 2.570 75.658 2.301
161.394 2.400 74.962 2.468
159.064 2.420 75.196 2.617
157.897 2.523 74.739 2.498
155.732 2.474 73.730 2.638
153.688 2.475 74.156 2.896
151.596 2.711 73.932 2.459
149.676 2.497 73.506 2.816
148.150 2.616 72.957 2.421
145.803 2.590 72.908 2.532
143.330 2.422 73.101 2.909
141.637 2.264 72.988 2.847
138.855 2.292 72.289 2.786
136.433 2.093 72.867 2.760
133.911 2.279 72.740 2.902
131.487 2.042 72.956 2.659
129.631 2.073 71.766 2.825
126.868 1.882 72.628 3.152
123.946 1.846 72.930 2.910
122.063 1.762 71.881 2.777
119.425 1.787 72.571 2.731
116.954 1.469 72.985 2.781
114.791 1.552 73.085 3.066
112.650 1.459 73.345 2.606
110.126 1.140 73.059 2.609
108.063 1.198 73.017 2.759
105.802 0.851 73.699 2.556
103.800 2.024 74.136 3.026
101.840 0.714 73.683 2.556
---
167.010 2.750 75.253 2.237
165.161 2.531 73.999 2.112
163.728 2.398 74.084 2.403
162.733 2.412 73.130 2.208
161.371 2.645 73.745 2.281
159.143 2.542 72.822 2.492
157.016 2.116 73.156 2.299
155.290 2.371 72.428 2.505
153.838 2.411 71.975 2.364
151.804 2.430 71.897 2.085
149.810 2.445 71.361 2.415
147.621 2.530 71.315 2.965
144.935 2.595 71.282 2.915
143.639 2.533 70.804 2.669
141.439 1.947 70.224 2.689
138.490 2.326 70.703 3.011
136.202 2.241 70.869 2.776
133.950 1.815 70.774 3.259
131.727 2.526 70.305 2.507
129.262 2.120 70.313 2.905
126.645 1.886 70.627 2.954
124.158 1.839 70.083 2.740
121.997 1.682 70.026 2.635
119.690 1.539 70.352 2.536
116.936 1.698 70.879 2.561
114.902 1.328 71.017 2.958
112.596 1.342 70.780 2.687
110.060 1.155 71.117 2.835
108.015 0.912 71.728 2.518
105.736 0.996 71.237 2.949
103.753 0.961 71.395 2.752
101.794 0.816 71.420 2.929
---
166.666 2.134 73.311 1.857
165.459 2.645 72.625 2.261
164.215 2.443 71.924 2.300
162.468 2.420 71.896 2.611
160.983 2.534 71.790 2.542
159.832 2.464 71.074 1.972
157.129 2.600 70.474 2.028
155.376 2.415 70.429 2.487
153.459 2.609 70.754 2.488
151.742 2.266 70.232 2.508
149.752 2.395 70.178 2.373
147.644 2.611 69.465 2.818
145.216 2.415 69.170 2.731
143.185 2.715 68.688 2.958
140.665 2.264 69.002 2.467
138.833 2.186 68.466 2.865
136.471 2.216 67.972 3.079
134.000 1.856 68.327 2.974
131.695 2.070 67.910 3.007
129.211 2.206 67.941 3.001
126.542 1.758 68.266 2.533
124.524 2.023 68.379 2.809
121.571 1.686 68.535 3.033
119.452 1.647 68.601 2.487
117.053 1.520 68.515 2.726
114.865 1.517 68.985 2.571
112.656 1.309 68.457 3.099
110.135 1.176 68.800 2.563
107.943 1.047 68.902 2.553
105.757 0.948 69.763 2.546
103.560 0.881 69.668 2.790
101.806 0.886 69.786 2.732
---
167.222 2.395 71.771 2.126
165.821 2.052 70.410 1.919
163.909 2.497 69.972 2.431
162.452 2.530 69.820 2.047
161.066 2.603 69.598 2.265
159.220 2.599 69.726 1.833
157.409 2.261 68.877 2.479
156.227 2.733 68.605 2.340
153.949 2.539 68.289 2.369
151.831 2.683 68.339 2.535
149.756 2.574 67.811 2.413
147.576 2.862 67.390 2.674
145.875 2.307 66.972 2.673
143.262 2.210 67.169 2.540
140.742 2.498 67.280 2.723
139.052 2.312 66.469 3.046
136.382 2.627 66.410 2.674
133.864 1.983 66.019 2.591
131.471 2.170 66.166 3.058
129.326 2.101 65.442 2.624
126.759 1.912 66.050 2.636
124.325 1.871 65.960 2.566
121.716 1.684 66.803 2.749
119.385 1.544 66.285 2.944
116.928 1.413 66.339 2.647
114.748 1.322 66.815 2.649
112.383 1.255 66.753 2.476
110.114 1.185 67.062 2.691
108.060 1.175 66.836 2.633
105.817 1.014 67.338 2.533
103.684 0.762 67.722 2.495
101.816 0.762 68.274 2.717
---
167.356 2.056 70.093 2.372
166.250 2.216 69.392 2.558
163.996 2.128 68.838 1.776
161.739 2.282 68.982 2.156
160.858 2.479 68.275 2.056
