phi std_phi theta std_theta
-78.800 0.601 115.415 1.104
-76.844 0.647 115.738 1.118
-74.814 0.662 116.099 1.153
-72.683 0.728 116.449 1.144
-70.487 0.731 116.693 1.131
-68.212 0.776 117.007 1.157
-65.990 0.826 117.269 1.171
-63.650 0.871 117.394 1.166
-61.303 0.888 117.639 1.143
-58.890 0.915 117.735 1.205
-56.518 0.970 117.799 1.162
-54.081 1.011 117.862 1.193
-51.637 0.989 117.830 1.138
-49.247 1.043 117.801 1.193
-46.842 1.078 117.685 1.135
-44.387 1.070 117.619 1.127
-42.101 1.093 117.419 1.096
-39.852 1.136 117.161 1.169
-37.574 1.130 116.961 1.136
-35.245 1.175 116.710 1.118
-33.073 1.160 116.416 1.103
-31.064 1.117 115.950 1.105
-28.915 1.129 115.777 1.064
-26.968 1.142 115.403 1.053
-25.058 1.078 115.004 1.027
-23.184 1.105 114.635 1.036
-21.375 1.047 114.224 0.968
-19.680 1.025 113.736 0.984
-17.964 1.080 113.427 1.045
-16.547 1.055 112.913 0.950
-14.981 0.966 112.505 0.915
-13.375 0.970 112.198 0.917
---
-78.826 0.599 113.637 1.080
-76.804 0.627 113.946 1.153
-74.757 0.685 114.276 1.164
-72.655 0.715 114.609 1.176
-70.487 0.721 114.805 1.179
-68.209 0.803 115.099 1.159
-65.976 0.805 115.294 1.192
-63.643 0.878 115.546 1.155
-61.286 0.881 115.611 1.171
-58.967 0.935 115.715 1.203
-56.511 0.974 115.829 1.192
-54.127 1.008 115.912 1.190
-51.662 1.005 115.941 1.200
-49.273 1.052 115.882 1.177
-46.848 1.067 115.758 1.192
-44.481 1.104 115.667 1.198
-42.084 1.099 115.483 1.093
-39.824 1.122 115.312 1.204
-37.579 1.120 115.105 1.098
-35.278 1.110 114.822 1.171
-33.154 1.145 114.514 1.111
-31.061 1.119 114.240 1.127
-28.953 1.098 113.893 1.032
-26.989 1.151 113.610 1.074
-25.062 1.128 113.238 1.041
-23.151 1.090 112.792 1.063
-21.428 1.115 112.549 1.018
-19.680 1.079 112.037 1.050
-18.063 1.030 111.751 0.992
-16.425 1.012 111.271 0.991
-14.883 0.994 110.863 0.975
-13.408 0.982 110.543 0.929
---
-78.831 0.630 111.766 1.164
-76.875 0.644 112.068 1.177
-74.783 0.668 112.350 1.261
-72.656 0.698 112.619 1.183
-70.472 0.757 112.933 1.139
-68.282 0.810 113.117 1.225
-66.021 0.818 113.323 1.248
-63.611 0.843 113.500 1.239
-61.290 0.892 113.620 1.225
-58.908 0.979 113.850 1.254
-56.481 0.949 113.827 1.248
-54.106 1.010 113.887 1.237
-51.624 0.992 113.910 1.215
-49.229 1.052 113.837 1.212
-46.805 1.049 113.841 1.191
-44.428 1.083 113.667 1.201
-42.143 1.100 113.563 1.180
-39.777 1.099 113.335 1.217
-37.565 1.132 113.162 1.106
-35.322 1.095 112.998 1.198
-33.109 1.112 112.641 1.132
-30.995 1.119 112.335 1.112
-28.921 1.137 112.070 1.121
-26.922 1.182 111.742 1.082
-25.063 1.078 111.445 1.085
-23.205 1.134 111.086 1.065
-21.384 1.119 110.772 1.059
-19.744 1.068 110.376 1.086
-17.985 1.048 109.966 1.006
-16.519 1.049 109.583 0.993
-14.936 0.987 109.228 0.984
-13.412 1.017 108.864 0.924
---
-78.840 0.615 109.896 1.200
-76.858 0.632 110.151 1.191
-74.833 0.684 110.484 1.186
-72.633 0.682 110.798 1.134
-70.494 0.743 110.945 1.189
-68.220 0.771 111.162 1.244
-65.976 0.826 111.417 1.249
-63.591 0.841 111.499 1.224
-61.268 0.913 111.613 1.253
-58.934 0.907 111.772 1.198
-56.488 0.962 111.898 1.216
-54.031 1.017 111.886 1.242
-51.674 0.994 111.795 1.193
-49.274 1.068 111.844 1.271
-46.868 1.077 111.695 1.184
-44.448 1.106 111.635 1.210
-42.111 1.101 111.506 1.220
-39.806 1.128 111.324 1.218
-37.492 1.113 111.123 1.206
-35.231 1.096 110.930 1.184
-33.152 1.120 110.653 1.211
-31.055 1.147 110.418 1.125
-28.952 1.157 110.069 1.124
-27.068 1.165 109.837 1.066
-25.031 1.096 109.508 1.131
-23.300 1.097 109.202 1.076
-21.395 1.110 108.888 1.058
-19.700 1.061 108.529 1.098
-18.025 1.036 108.194 1.097
-16.454 1.087 107.888 1.056
-14.928 1.066 107.524 1.034
-13.485 1.012 107.251 0.983
---
-78.846 0.613 107.933 1.184
-76.813 0.632 108.162 1.185
-74.762 0.656 108.494 1.217
-72.655 0.718 108.630 1.296
-70.483 0.770 108.969 1.226
-68.247 0.786 109.083 1.290
-65.956 0.811 109.330 1.262
-63.627 0.874 109.474 1.197
-61.312 0.859 109.490 1.284
-58.952 0.928 109.763 1.261
-56.517 0.982 109.728 1.274
-54.048 1.019 109.738 1.258
-51.627 1.033 109.672 1.267
-49.244 1.081 109.703 1.278
-46.834 1.062 109.655 1.271
-44.504 1.098 109.529 1.228
-42.171 1.129 109.380 1.213
-39.844 1.100 109.255 1.230
-37.461 1.099 109.044 1.271
-35.349 1.131 108.869 1.209
-33.095 1.138 108.691 1.193
-31.023 1.126 108.412 1.178
-28.948 1.112 108.147 1.221
-26.947 1.078 107.860 1.142
-25.083 1.112 107.579 1.116
-23.150 1.085 107.262 1.106
-21.466 1.126 106.954 1.068
-19.753 1.058 106.777 1.096
-18.096 1.033 106.357 1.058
-16.475 1.009 106.079 1.013
-14.857 0.984 105.741 1.032
-13.384 1.001 105.408 1.006
---
-78.855 0.614 105.874 1.171
-76.825 0.650 106.097 1.230
-74.752 0.646 106.423 1.221
-72.653 0.720 106.583 1.239
-70.456 0.744 106.809 1.257
-68.247 0.773 107.014 1.262
-65.972 0.821 107.146 1.266
-63.677 0.846 107.238 1.258
-61.288 0.915 107.490 1.273
-58.925 0.981 107.395 1.262
-56.467 0.986 107.516 1.303
-54.127 0.980 107.564 1.324
-51.604 1.029 107.542 1.323
-49.259 1.060 107.574 1.285
-46.836 1.060 107.482 1.305
-44.504 1.073 107.389 1.265
-42.072 1.134 107.317 1.283
-39.759 1.163 107.081 1.227
-37.496 1.138 106.998 1.288
-35.316 1.109 106.761 1.213
-33.075 1.164 106.641 1.195
-31.031 1.124 106.441 1.170
-28.927 1.157 106.164 1.255
-26.967 1.091 105.844 1.166
-25.055 1.113 105.643 1.144
-23.197 1.154 105.304 1.131
-21.445 1.083 105.135 1.123
-19.673 1.047 104.771 1.087
-18.056 1.051 104.508 1.070
-16.401 1.076 104.214 1.068
-14.909 0.986 103.964 1.024
-13.489 0.948 103.748 0.998
---
-78.823 0.607 103.881 1.212
-76.852 0.641 104.057 1.239
-74.822 0.661 104.300 1.215
-72.656 0.707 104.518 1.258
-70.472 0.729 104.674 1.269
-68.256 0.782 104.805 1.288
-65.988 0.814 105.014 1.300
-63.572 0.861 105.112 1.261
-61.310 0.906 105.192 1.307
-58.927 0.949 105.242 1.304
-56.452 0.974 105.394 1.370
-54.062 0.988 105.321 1.316
-51.666 1.008 105.333 1.316
-49.257 1.038 105.331 1.306
-46.838 1.163 105.222 1.285
-44.396 1.081 105.177 1.313
-42.098 1.117 105.092 1.291
-39.804 1.106 104.929 1.278
-37.505 1.129 104.823 1.303
-35.292 1.164 104.669 1.272
-33.149 1.169 104.510 1.232
-31.107 1.160 104.314 1.217
-28.992 1.129 104.106 1.229
-26.965 1.120 103.860 1.167
-25.096 1.082 103.572 1.141
-23.156 1.074 103.400 1.154
-21.433 1.087 103.135 1.136
-19.714 1.043 102.998 1.143
-18.054 1.056 102.757 1.088
-16.488 1.021 102.468 1.054
-14.881 0.999 102.187 1.056
-13.407 1.011 101.956 1.024
---
-78.840 0.601 101.792 1.222
-76.832 0.625 101.976 1.273
-74.789 0.669 102.204 1.242
-72.643 0.706 102.384 1.290
-70.469 0.746 102.464 1.301
-68.246 0.791 102.677 1.328
-65.957 0.823 102.696 1.323
-63.637 0.877 102.910 1.366
-61.282 0.885 102.918 1.309
-58.872 0.910 102.988 1.289
-56.536 0.950 103.018 1.315
-54.049 0.983 103.122 1.343
-51.636 1.063 103.069 1.315
-49.232 1.046 103.077 1.339
-46.807 1.077 102.980 1.326
-44.490 1.089 102.913 1.336
-42.055 1.173 102.873 1.327
-39.739 1.102 102.723 1.303
-37.523 1.124 102.696 1.246
-35.265 1.128 102.569 1.269
-33.150 1.133 102.287 1.290
-31.088 1.111 102.180 1.229
-29.034 1.166 101.996 1.246
-26.990 1.132 101.804 1.210
-25.055 1.105 101.554 1.126
-23.188 1.077 101.386 1.153
-21.440 1.098 101.225 1.119
-19.676 1.087 101.045 1.179
-18.058 1.042 100.743 1.125
-16.446 1.022 100.580 1.067
-14.946 1.016 100.300 1.049
-13.446 1.028 100.166 1.081
---
-78.856 0.604 99.701 1.215
-76.850 0.652 99.835 1.262
-74.773 0.673 100.056 1.294
-72.674 0.701 100.172 1.259
-70.464 0.763 100.241 1.325
-68.253 0.801 100.405 1.252
-65.983 0.813 100.488 1.363
-63.628 0.835 100.595 1.421
-61.267 0.901 100.695 1.381
-58.924 0.938 100.624 1.391
-56.484 0.943 100.828 1.323
-54.098 1.017 100.742 1.382
-51.654 1.007 100.737 1.349
-49.306 1.073 100.713 1.399
-46.859 1.057 100.739 1.361
-44.483 1.077 100.667 1.320
-42.087 1.097 100.595 1.347
-39.799 1.136 100.393 1.373
-37.485 1.157 100.375 1.282
-35.282 1.096 100.191 1.321
-33.062 1.136 100.102 1.259
-31.027 1.163 100.045 1.275
-28.972 1.124 99.844 1.269
-26.959 1.133 99.686 1.221
-25.059 1.133 99.561 1.222
-23.158 1.093 99.359 1.185
-21.470 1.091 99.198 1.212
-19.679 1.045 99.003 1.097
-17.981 1.043 98.878 1.156
-16.507 1.028 98.642 1.072
-14.930 0.922 98.548 1.119
-13.443 0.978 98.282 1.036
---
-78.804 0.623 97.544 1.288
-76.844 0.640 97.745 1.247
-74.794 0.662 97.827 1.245
-72.669 0.707 97.965 1.307
-70.475 0.745 97.958 1.291
-68.215 0.784 98.114 1.333
-65.971 0.809 98.174 1.323
-63.652 0.844 98.276 1.379
-61.261 0.895 98.320 1.348
-58.889 0.926 98.421 1.337
-56.541 0.967 98.432 1.372
-54.070 1.040 98.468 1.451
-51.652 1.051 98.400 1.392
-49.220 1.021 98.326 1.357
-46.839 1.085 98.417 1.360
-44.417 1.103 98.275 1.396
-42.145 1.102 98.275 1.351
-39.768 1.098 98.185 1.333
-37.501 1.142 98.153 1.336
-35.275 1.139 97.988 1.308
-33.089 1.124 97.916 1.282
-31.004 1.141 97.835 1.235
-28.959 1.107 97.660 1.275
-27.021 1.138 97.542 1.246
-25.059 1.095 97.422 1.212
-23.194 1.100 97.241 1.171
-21.349 1.078 97.096 1.168
-19.723 1.067 97.048 1.129
-18.035 1.060 96.931 1.126
-16.433 1.038 96.753 1.153
-14.857 1.044 96.626 1.138
-13.442 0.959 96.473 1.027
---
-78.848 0.617 95.449 1.283
-76.862 0.645 95.509 1.256
-74.797 0.687 95.542 1.338
-72.641 0.703 95.693 1.282
-70.462 0.757 95.763 1.339
-68.248 0.768 95.846 1.308
-65.968 0.806 95.852 1.341
-63.652 0.852 95.858 1.376
-61.261 0.891 95.987 1.371
-58.893 0.952 95.954 1.401
-56.455 0.942 95.999 1.311
-54.066 0.992 95.910 1.386
-51.662 1.011 96.033 1.352
-49.202 1.047 95.936 1.359
-46.753 1.123 95.974 1.329
-44.461 1.087 95.937 1.368
-42.103 1.116 95.965 1.331
-39.835 1.160 95.852 1.324
-37.514 1.148 95.823 1.345
-35.332 1.122 95.727 1.328
-33.131 1.126 95.732 1.270
-31.043 1.125 95.601 1.280
-29.000 1.154 95.496 1.264
-26.976 1.134 95.403 1.276
-25.052 1.119 95.407 1.235
-23.215 1.099 95.175 1.251
-21.464 1.084 95.161 1.122
-19.724 1.096 95.091 1.098
-18.073 1.017 94.946 1.182
-16.442 1.036 94.782 1.118
-14.993 1.051 94.726 1.048
-13.517 0.962 94.574 1.122
---
-78.828 0.601 93.286 1.275
-76.834 0.646 93.350 1.296
-74.771 0.677 93.389 1.320
-72.662 0.707 93.407 1.311
-70.468 0.733 93.438 1.359
-68.292 0.771 93.530 1.336
-65.968 0.835 93.496 1.372
-63.610 0.852 93.583 1.371
-61.294 0.911 93.581 1.382
-58.939 0.939 93.612 1.435
-56.501 0.980 93.593 1.375
-54.079 1.002 93.676 1.382
-51.603 1.057 93.669 1.412
-49.260 1.052 93.623 1.419
-46.859 1.048 93.583 1.411
-44.474 1.126 93.578 1.388
-42.116 1.093 93.539 1.343
-39.739 1.111 93.558 1.371
-37.546 1.128 93.537 1.268
-35.343 1.132 93.494 1.297
-33.157 1.130 93.477 1.261
-31.028 1.143 93.397 1.301
-28.929 1.180 93.332 1.294
-26.991 1.159 93.272 1.303
-25.093 1.107 93.226 1.229
-23.166 1.133 93.174 1.204
-21.408 1.098 93.085 1.188
-19.684 1.061 93.039 1.168
-17.962 1.073 92.921 1.141
-16.349 1.042 92.893 1.105
-14.939 1.015 92.784 1.073
-13.454 0.972 92.795 1.057
---
-78.857 0.580 91.134 1.254
-76.848 0.670 91.219 1.307
-74.777 0.673 91.113 1.287
-72.638 0.697 91.170 1.291
-70.448 0.759 91.129 1.333
-68.253 0.777 91.131 1.363
-65.983 0.853 91.162 1.393
-63.611 0.844 91.189 1.378
-61.246 0.900 91.291 1.375
-58.832 0.953 91.213 1.384
-56.446 0.952 91.208 1.359
-54.069 1.015 91.192 1.399
-51.656 1.018 91.250 1.385
-49.202 1.017 91.232 1.384
-46.841 1.087 91.246 1.396
-44.476 1.099 91.238 1.359
-42.055 1.122 91.239 1.398
-39.793 1.135 91.140 1.346
-37.534 1.159 91.195 1.330
-35.326 1.123 91.202 1.352
-33.152 1.146 91.139 1.344
-31.026 1.142 91.093 1.335
-28.951 1.166 91.035 1.282
-26.936 1.106 91.104 1.233
-25.098 1.130 91.008 1.257
-23.178 1.073 91.023 1.227
-21.402 1.089 90.937 1.192
-19.717 1.108 90.965 1.166
-18.059 1.034 91.016 1.162
-16.484 1.013 90.956 1.091
-14.894 0.985 90.929 1.089
-13.414 0.990 90.999 1.077
---
-78.854 0.600 88.900 1.226
-76.858 0.649 88.869 1.274
-74.745 0.658 88.858 1.289
-72.682 0.697 88.815 1.311
-70.465 0.748 88.873 1.293
-68.259 0.762 88.785 1.338
-65.978 0.828 88.773 1.372
-63.679 0.865 88.786 1.393
-61.258 0.899 88.819 1.384
-58.892 0.917 88.813 1.393
-56.489 0.985 88.814 1.368
-54.087 0.988 88.800 1.405
-51.630 1.022 88.807 1.418
-49.241 1.056 88.708 1.398
-46.802 1.084 88.771 1.379
-44.443 1.136 88.813 1.350
-42.114 1.113 88.829 1.360
-39.781 1.122 88.853 1.405
-37.506 1.129 88.825 1.352
-35.316 1.152 88.883 1.344
-33.117 1.137 88.888 1.340
-31.008 1.080 88.904 1.305
-28.980 1.120 88.966 1.269
-27.050 1.136 88.936 1.239
-25.050 1.135 88.977 1.235
-23.199 1.095 88.910 1.207
-21.386 1.063 88.978 1.186
-19.686 1.051 88.904 1.171
-18.021 1.076 89.062 1.139
-16.469 1.014 88.984 1.121
-14.927 1.041 89.103 1.149
-13.479 1.042 89.070 1.039
---
-78.795 0.605 86.715 1.302
-76.850 0.631 86.644 1.269
-74.766 0.686 86.652 1.268
-72.680 0.728 86.612 1.310
-70.483 0.750 86.534 1.354
-68.279 0.771 86.479 1.310
-65.963 0.837 86.546 1.355
-63.630 0.863 86.358 1.367
-61.306 0.885 86.407 1.405
-58.832 0.952 86.352 1.376
-56.520 0.971 86.399 1.400
-54.071 1.000 86.391 1.430
-51.689 0.989 86.360 1.411
-49.222 1.086 86.503 1.373
-46.838 1.071 86.366 1.423
-44.451 1.063 86.526 1.427
-42.094 1.099 86.414 1.374
-39.794 1.087 86.464 1.347
-37.527 1.150 86.498 1.325
-35.289 1.167 86.486 1.297
-33.104 1.124 86.541 1.293
-31.088 1.117 86.640 1.250
-28.965 1.112 86.643 1.273
-27.020 1.135 86.726 1.262
-25.051 1.101 86.755 1.255
-23.255 1.065 86.940 1.239
-21.445 1.080 87.013 1.208
-19.752 1.038 86.975 1.124
-18.016 0.995 86.978 1.156
-16.452 1.043 87.072 1.123
-14.901 0.999 87.147 1.109
-13.459 1.040 87.173 1.073
---
-78.833 0.622 84.553 1.241
-76.817 0.650 84.546 1.218
-74.755 0.686 84.384 1.301
-72.660 0.707 84.263 1.364
-70.522 0.748 84.271 1.310
-68.225 0.777 84.165 1.317
-65.971 0.824 84.163 1.328
-63.649 0.862 84.089 1.360
-61.294 0.902 84.055 1.417
-58.897 0.906 83.964 1.347
-56.489 0.944 84.016 1.388
-54.050 0.998 83.976 1.413
-51.652 1.038 83.954 1.427
-49.204 1.060 84.009 1.377
-46.870 1.089 84.004 1.448
-44.478 1.078 84.027 1.351
-42.090 1.118 84.086 1.350
-39.822 1.153 84.108 1.383
-37.540 1.152 84.189 1.338
-35.311 1.111 84.247 1.363
-33.141 1.164 84.311 1.326
-31.014 1.136 84.370 1.258
-28.983 1.090 84.522 1.199
-26.871 1.131 84.596 1.291
-25.052 1.102 84.685 1.217
-23.201 1.075 84.752 1.207
-21.425 1.093 84.865 1.205
-19.691 1.039 84.930 1.153
-18.005 1.077 84.996 1.147
-16.411 1.063 85.148 1.116
-14.938 1.015 85.264 1.094
-13.487 0.992 85.327 1.033
---
-78.845 0.615 82.497 1.259
-76.845 0.629 82.317 1.298
-74.773 0.670 82.161 1.334
-72.636 0.718 82.084 1.249
-70.502 0.745 81.963 1.286
-68.261 0.790 81.877 1.293
-65.924 0.826 81.877 1.330
-63.655 0.852 81.746 1.319
-61.286 0.895 81.719 1.365
-58.951 0.940 81.686 1.388
-56.506 0.961 81.618 1.358
-54.087 0.983 81.648 1.375
-51.628 1.053 81.640 1.378
-49.272 1.030 81.631 1.357
-46.902 1.087 81.688 1.426
-44.491 1.114 81.757 1.369
-42.104 1.079 81.722 1.324
-39.739 1.141 81.722 1.331
-37.490 1.122 81.897 1.329
-35.238 1.116 81.984 1.337
-33.124 1.133 82.071 1.247
-31.042 1.155 82.122 1.259
-28.936 1.169 82.336 1.220
-26.987 1.146 82.437 1.240
-25.051 1.089 82.600 1.240
-23.198 1.088 82.713 1.146
-21.400 1.070 82.824 1.141
-19.673 1.072 82.968 1.117
-18.008 1.049 83.101 1.157
-16.484 0.986 83.241 1.089
-14.911 0.970 83.321 1.109
-13.489 0.995 83.430 1.007
---
-78.830 0.611 80.334 1.277
-76.857 0.638 80.100 1.234
-74.785 0.670 79.981 1.211
-72.634 0.702 79.838 1.274
-70.505 0.743 79.735 1.328
-68.260 0.779 79.605 1.307
-65.939 0.820 79.554 1.379
-63.626 0.864 79.434 1.307
-61.281 0.889 79.376 1.326
-58.896 0.909 79.336 1.374
-56.498 0.978 79.234 1.347
-54.145 1.009 79.223 1.356
-51.649 1.021 79.245 1.383
-49.216 1.018 79.245 1.330
-46.856 1.062 79.352 1.374
-44.430 1.129 79.374 1.342
-42.068 1.098 79.471 1.342
-39.801 1.151 79.552 1.321
-37.456 1.119 79.593 1.327
-35.333 1.121 79.729 1.309
-33.150 1.132 79.813 1.219
-31.036 1.145 80.014 1.242
-28.943 1.135 80.164 1.247
-27.039 1.108 80.261 1.251
-25.108 1.114 80.488 1.249
-23.243 1.162 80.600 1.187
-21.436 1.062 80.814 1.159
-19.656 1.112 80.942 1.133
-18.099 1.045 81.172 1.142
-16.449 1.025 81.337 1.074
-14.867 0.998 81.509 1.085
-13.356 0.966 81.705 1.065
---
-78.826 0.593 78.192 1.233
-76.849 0.642 78.035 1.234
-74.775 0.672 77.778 1.248
-72.686 0.702 77.641 1.279
-70.467 0.726 77.582 1.338
-68.279 0.774 77.428 1.309
-65.952 0.791 77.209 1.296
-63.611 0.874 77.113 1.295
-61.293 0.876 77.017 1.334
-58.929 0.920 76.965 1.353
-56.470 0.950 76.973 1.360
-54.154 1.006 76.914 1.348
-51.682 1.027 76.905 1.360
-49.252 1.047 76.972 1.315
-46.806 1.042 77.015 1.346
-44.485 1.038 77.070 1.389
-42.061 1.097 77.115 1.360
-39.797 1.129 77.279 1.276
-37.551 1.157 77.355 1.268
-35.316 1.120 77.537 1.305
-33.114 1.151 77.660 1.255
-30.952 1.144 77.859 1.204
-28.978 1.178 77.980 1.208
-26.952 1.097 78.186 1.205
-25.012 1.130 78.380 1.221
-23.190 1.119 78.551 1.207
-21.369 1.083 78.787 1.162
-19.714 1.101 79.073 1.114
-18.065 1.020 79.215 1.122
-16.480 1.028 79.433 1.037
-14.868 1.013 79.660 1.033
-13.445 1.041 79.902 1.065
---
-78.838 0.595 76.083 1.252
-76.851 0.633 75.874 1.248
-74.816 0.674 75.700 1.216
-72.629 0.718 75.429 1.368
-70.490 0.727 75.341 1.250
-68.238 0.784 75.233 1.264
-65.959 0.835 75.041 1.279
-63.686 0.857 74.917 1.327
-61.264 0.921 74.751 1.312
-58.903 0.914 74.767 1.288
-56.491 0.963 74.656 1.382
-54.067 1.012 74.707 1.321
-51.670 1.006 74.624 1.297
-49.247 1.053 74.732 1.332
-46.858 1.068 74.716 1.342
-44.412 1.077 74.772 1.310
-42.083 1.096 74.909 1.311
-39.824 1.109 75.116 1.262
-37.569 1.140 75.170 1.263
-35.264 1.114 75.299 1.269
-33.167 1.126 75.507 1.176
-30.982 1.126 75.678 1.208
-28.952 1.168 75.909 1.245
-26.948 1.117 76.131 1.165
-25.072 1.110 76.422 1.145
-23.197 1.089 76.590 1.129
-21.421 1.109 76.888 1.170
-19.706 0.997 77.080 1.113
-18.083 1.071 77.398 1.106
-16.385 1.030 77.630 1.103
-14.858 1.020 77.785 1.033
-13.508 0.973 78.067 1.057
---
-78.801 0.616 74.129 1.226
-76.812 0.639 73.857 1.224
-74.767 0.669 73.637 1.208
-72.668 0.691 73.309 1.279
-70.482 0.712 73.188 1.251
-68.259 0.782 73.051 1.284
-66.032 0.828 72.845 1.291
-63.649 0.859 72.724 1.268
-61.262 0.890 72.590 1.285
-58.943 0.969 72.548 1.294
-56.520 0.966 72.468 1.311
-54.037 0.984 72.466 1.304
-51.613 1.021 72.362 1.286
-49.243 1.030 72.455 1.262
-46.886 1.077 72.524 1.289
-44.440 1.165 72.616 1.319
-42.102 1.084 72.726 1.230
-39.796 1.093 72.873 1.283
-37.549 1.116 73.041 1.230
-35.252 1.155 73.239 1.264
-33.133 1.125 73.445 1.226
-31.056 1.125 73.654 1.229
-28.976 1.131 73.863 1.248
-26.927 1.131 74.092 1.211
-25.044 1.172 74.334 1.165
-23.267 1.062 74.560 1.160
-21.356 1.073 74.927 1.136
-19.695 1.070 75.102 1.077
-17.933 1.062 75.399 1.108
-16.459 1.023 75.739 1.058
-14.905 1.007 76.016 1.012
-13.426 1.018 76.279 0.982
---
-78.848 0.616 72.081 1.188
-76.851 0.636 71.848 1.221
-74.776 0.647 71.574 1.192
-72.628 0.721 71.306 1.266
-70.461 0.741 71.042 1.238
-68.251 0.785 70.860 1.253
-65.997 0.821 70.718 1.251
-63.659 0.846 70.512 1.275
-61.298 0.879 70.434 1.267
-58.874 0.926 70.341 1.227
-56.491 0.947 70.263 1.284
-54.073 0.988 70.259 1.254
-51.609 1.021 70.359 1.289
-49.239 1.039 70.316 1.294
-46.837 1.040 70.354 1.233
-44.449 1.099 70.524 1.280
-42.142 1.106 70.585 1.237
-39.812 1.137 70.713 1.227
-37.514 1.144 70.960 1.211
-35.348 1.142 71.170 1.213
-33.085 1.150 71.378 1.222
-31.049 1.148 71.546 1.201
-28.970 1.119 71.850 1.194
-27.008 1.098 72.215 1.142
-25.009 1.127 72.437 1.143
-23.203 1.107 72.704 1.113
-21.467 1.107 73.007 1.106
-19.723 1.047 73.365 1.040
-18.036 1.113 73.620 1.034
-16.438 1.018 73.921 1.046
-14.980 1.025 74.170 1.012
-13.497 0.982 74.493 1.045
---
-78.839 0.619 70.092 1.129
-76.844 0.641 69.845 1.172
-74.787 0.657 69.539 1.207
-72.657 0.707 69.281 1.191
-70.501 0.758 69.119 1.249
-68.265 0.783 68.834 1.228
-65.948 0.816 68.651 1.254
-63.652 0.871 68.501 1.246
-61.329 0.898 68.335 1.235
-58.888 0.939 68.159 1.252
-56.521 0.949 68.179 1.298
-54.122 1.002 68.114 1.227
-51.628 1.029 68.103 1.303
-49.261 1.047 68.224 1.248
-46.776 1.078 68.266 1.246
-44.462 1.100 68.332 1.236
-42.097 1.130 68.612 1.228
-39.832 1.119 68.651 1.224
