phi std_phi theta std_theta
124.607 0.978 109.842 1.316
122.158 0.955 109.776 1.259
119.802 0.910 109.661 1.252
117.376 0.886 109.608 1.336
115.045 0.843 109.515 1.248
112.744 0.803 109.308 1.284
110.403 0.779 109.118 1.268
108.235 0.750 108.884 1.234
106.038 0.680 108.651 1.255
103.977 0.668 108.405 1.225
101.948 0.604 108.192 1.210
---
167.554 0.976 103.617 1.011
166.133 1.014 103.959 1.090
164.534 1.043 104.241 1.005
163.041 1.040 104.531 1.068
161.333 1.036 104.724 1.098
159.630 1.109 105.040 1.128
157.801 1.096 105.257 1.169
155.997 1.130 105.602 1.203
154.115 1.132 105.903 1.135
152.200 1.179 106.083 1.184
150.129 1.139 106.365 1.196
148.013 1.140 106.554 1.195
145.929 1.141 106.766 1.226
143.665 1.108 106.961 1.238
141.404 1.140 107.184 1.248
139.098 1.126 107.285 1.266
136.720 1.117 107.393 1.247
134.394 1.070 107.590 1.282
131.904 1.081 107.613 1.319
129.505 1.063 107.699 1.354
127.084 1.030 107.713 1.312
124.612 0.978 107.693 1.298
122.164 0.984 107.553 1.327
119.787 0.907 107.570 1.308
117.378 0.906 107.496 1.294
115.028 0.843 107.310 1.333
112.718 0.808 107.204 1.327
110.464 0.757 107.028 1.242
108.222 0.717 106.801 1.257
106.046 0.702 106.603 1.305
103.982 0.670 106.359 1.222
101.931 0.627 106.108 1.201
---
167.445 0.976 101.935 1.058
165.892 1.027 102.098 1.091
164.451 1.077 102.392 1.090
163.026 1.036 102.542 1.087
161.279 1.061 102.894 1.130
159.609 1.161 103.105 1.137
157.900 1.059 103.380 1.142
156.016 1.118 103.598 1.134
154.126 1.135 103.856 1.184
152.240 1.136 104.098 1.220
150.103 1.196 104.325 1.229
148.042 1.202 104.491 1.262
145.917 1.133 104.641 1.260
143.578 1.126 104.780 1.292
141.469 1.152 104.996 1.236
139.077 1.126 105.137 1.291
136.759 1.134 105.308 1.317
134.375 1.087 105.314 1.308
131.873 1.098 105.408 1.347
129.482 1.053 105.515 1.326
127.074 1.027 105.480 1.352
124.623 1.001 105.404 1.331
122.134 0.955 105.428 1.307
119.802 0.917 105.436 1.303
117.416 0.907 105.227 1.351
115.064 0.854 105.148 1.271
112.708 0.808 105.072 1.300
110.456 0.773 104.838 1.308
108.232 0.711 104.679 1.268
106.083 0.693 104.486 1.220
103.985 0.635 104.317 1.239
101.948 0.610 104.069 1.233
---
167.417 1.013 100.084 1.048
166.019 1.058 100.314 1.079
164.510 1.011 100.502 1.089
162.914 1.073 100.755 1.088
161.372 1.118 100.972 1.141
159.655 1.068 101.135 1.142
157.867 1.088 101.414 1.136
156.047 1.138 101.603 1.201
154.107 1.124 101.734 1.237
152.204 1.096 101.954 1.215
150.101 1.145 102.118 1.217
147.999 1.170 102.299 1.224
145.846 1.158 102.488 1.274
143.678 1.142 102.646 1.254
141.394 1.114 102.785 1.304
139.085 1.144 102.921 1.307
136.705 1.115 103.065 1.355
134.356 1.124 103.032 1.371
131.889 1.053 103.165 1.323
129.517 1.071 103.221 1.350
127.066 1.048 103.170 1.391
124.574 0.979 103.113 1.351
122.215 0.963 103.060 1.340
119.814 0.922 103.093 1.367
117.388 0.893 103.028 1.387
115.071 0.855 102.961 1.353
112.729 0.785 102.816 1.353
110.477 0.764 102.688 1.348
108.208 0.723 102.576 1.273
106.076 0.700 102.328 1.244
103.994 0.654 102.149 1.238
101.961 0.619 102.044 1.212
---
167.463 1.017 98.309 1.047
166.019 1.058 98.478 1.073
164.493 1.004 98.652 1.105
162.986 1.013 98.879 1.130
161.223 1.020 98.958 1.112
159.663 1.037 99.142 1.156
157.857 1.077 99.340 1.158
156.019 1.085 99.480 1.233
154.125 1.160 99.715 1.213
152.173 1.143 99.805 1.209
150.147 1.149 99.967 1.260
148.018 1.144 100.147 1.247
145.915 1.115 100.301 1.284
143.550 1.122 100.416 1.316
141.448 1.204 100.504 1.309
139.139 1.146 100.589 1.342
136.742 1.108 100.688 1.356
134.385 1.070 100.736 1.361
131.943 1.031 100.754 1.389
129.493 1.085 100.798 1.342
127.059 1.035 100.795 1.373
124.668 0.991 100.882 1.335
122.188 0.939 100.803 1.326
119.784 0.917 100.764 1.365
117.390 0.910 100.740 1.361
115.038 0.833 100.647 1.403
112.705 0.816 100.553 1.291
110.451 0.763 100.423 1.349
108.252 0.751 100.303 1.308
106.055 0.706 100.171 1.200
103.998 0.667 99.984 1.277
101.927 0.621 99.800 1.261
---
167.413 0.987 96.453 1.090
165.945 1.014 96.604 1.109
164.535 1.036 96.717 1.062
162.918 0.988 96.892 1.102
161.259 1.061 96.918 1.162
159.619 1.069 97.156 1.113
157.777 1.114 97.247 1.207
156.032 1.131 97.476 1.235
154.105 1.100 97.566 1.236
152.177 1.097 97.654 1.258
150.159 1.126 97.812 1.292
148.008 1.137 98.011 1.288
145.901 1.173 98.023 1.285
143.709 1.105 98.134 1.280
141.364 1.126 98.215 1.328
139.162 1.135 98.263 1.331
136.742 1.138 98.370 1.352
134.376 1.105 98.363 1.352
131.960 1.098 98.401 1.383
129.467 1.046 98.443 1.361
127.046 1.053 98.448 1.401
124.622 0.984 98.497 1.392
122.188 0.965 98.471 1.358
119.779 0.928 98.495 1.363
117.397 0.853 98.354 1.377
115.039 0.856 98.265 1.327
112.723 0.801 98.221 1.357
110.466 0.774 98.116 1.336
108.254 0.748 97.990 1.293
106.056 0.696 97.934 1.311
103.992 0.653 97.851 1.273
101.954 0.615 97.691 1.266
---
167.453 1.010 94.657 1.103
166.047 1.013 94.795 1.096
164.451 1.004 94.796 1.134
162.910 1.080 94.832 1.118
161.359 1.089 95.050 1.169
159.578 1.102 95.155 1.173
157.846 1.083 95.218 1.219
156.062 1.120 95.313 1.255
154.126 1.095 95.424 1.229
152.187 1.129 95.478 1.272
150.102 1.176 95.569 1.240
148.060 1.158 95.678 1.264
145.836 1.175 95.728 1.299
143.721 1.109 95.885 1.345
141.412 1.116 95.858 1.306
139.044 1.115 95.936 1.403
136.662 1.120 95.906 1.387
134.394 1.114 96.069 1.451
131.932 1.071 96.046 1.371
129.510 1.055 96.026 1.386
127.046 1.018 96.132 1.366
124.588 1.004 96.046 1.443
122.196 0.951 96.079 1.382
119.804 0.943 96.048 1.367
117.421 0.894 95.983 1.361
115.027 0.871 96.004 1.361
112.727 0.807 95.904 1.360
110.488 0.759 95.825 1.365
108.177 0.729 95.787 1.339
106.033 0.700 95.644 1.322
103.975 0.663 95.624 1.251
101.932 0.639 95.547 1.240
---
167.410 1.004 92.774 1.088
166.036 1.007 92.881 1.088
164.501 1.033 92.878 1.149
162.915 1.051 93.016 1.162
161.349 1.110 93.046 1.147
159.633 1.064 93.097 1.220
157.842 1.107 93.214 1.199
155.967 1.133 93.186 1.235
154.090 1.123 93.271 1.208
152.163 1.090 93.297 1.265
150.150 1.152 93.354 1.243
148.003 1.117 93.406 1.318
145.978 1.107 93.453 1.314
143.689 1.179 93.459 1.315
141.372 1.100 93.490 1.379
139.150 1.152 93.553 1.374
136.710 1.083 93.546 1.370
134.307 1.101 93.605 1.406
131.932 1.098 93.672 1.394
129.492 1.048 93.686 1.384
127.038 0.994 93.638 1.429
124.603 0.978 93.633 1.399
122.201 0.942 93.641 1.426
119.774 0.934 93.614 1.415
117.411 0.924 93.542 1.375
115.040 0.820 93.621 1.373
112.728 0.823 93.510 1.317
110.415 0.773 93.556 1.382
108.259 0.734 93.453 1.341
106.047 0.695 93.428 1.321
103.993 0.658 93.386 1.276
101.961 0.639 93.331 1.302
---
167.404 1.043 90.930 1.078
166.045 0.990 90.928 1.038
164.586 1.014 91.025 1.075
162.940 1.047 90.979 1.151
161.250 1.079 91.051 1.151
159.634 1.051 91.042 1.191
157.879 1.091 91.074 1.186
155.985 1.120 91.017 1.236
154.123 1.130 91.135 1.287
152.185 1.125 91.143 1.280
150.089 1.142 91.085 1.282
147.992 1.106 91.121 1.321
145.898 1.138 91.223 1.337
143.666 1.119 91.165 1.307
141.360 1.163 91.144 1.389
139.103 1.126 91.178 1.368
136.717 1.096 91.212 1.369
134.373 1.131 91.212 1.410
131.932 1.057 91.307 1.394
129.522 1.034 91.185 1.373
127.066 0.999 91.214 1.370
124.658 0.956 91.255 1.376
122.210 0.950 91.168 1.403
119.809 0.943 91.172 1.420
117.408 0.889 91.219 1.442
115.014 0.868 91.209 1.333
112.731 0.819 91.133 1.384
110.485 0.775 91.166 1.323
108.221 0.732 91.157 1.304
106.079 0.672 91.157 1.290
103.991 0.651 91.135 1.302
101.921 0.629 91.118 1.241
---
167.515 1.046 89.125 1.089
165.929 1.009 89.075 1.097
164.558 1.048 89.033 1.185
162.940 1.054 88.991 1.143
161.316 1.052 89.035 1.169
159.660 1.068 88.980 1.182
157.796 1.086 89.026 1.243
156.053 1.092 88.924 1.273
154.112 1.123 88.844 1.205
152.180 1.144 88.832 1.246
150.178 1.086 88.865 1.298
147.994 1.133 88.808 1.308
145.864 1.162 88.760 1.375
143.631 1.167 88.844 1.358
141.434 1.144 88.802 1.337
139.038 1.108 88.791 1.340
136.737 1.074 88.741 1.391
134.353 1.085 88.787 1.393
131.925 1.062 88.745 1.446
129.552 1.043 88.772 1.426
127.076 1.055 88.804 1.372
124.615 0.987 88.819 1.424
122.166 0.957 88.815 1.433
119.812 0.925 88.787 1.400
117.428 0.889 88.789 1.376
115.061 0.851 88.766 1.372
112.747 0.828 88.716 1.350
110.455 0.748 88.843 1.350
108.217 0.734 88.881 1.346
106.074 0.676 88.862 1.308
103.987 0.677 88.915 1.322
101.927 0.634 88.920 1.295
---
167.494 0.982 87.202 1.072
165.935 1.030 87.156 1.144
164.582 1.062 87.147 1.042
162.942 1.050 87.069 1.157
161.301 1.091 86.966 1.214
159.648 1.089 86.945 1.186
157.866 1.069 86.878 1.177
155.986 1.137 86.863 1.188
154.144 1.134 86.760 1.227
152.100 1.159 86.680 1.321
150.170 1.157 86.698 1.319
148.118 1.152 86.577 1.283
145.852 1.169 86.490 1.353
143.718 1.170 86.474 1.349
141.411 1.125 86.435 1.347
139.122 1.137 86.391 1.404
136.753 1.104 86.428 1.384
134.405 1.080 86.382 1.387
131.929 1.091 86.354 1.415
129.516 1.053 86.300 1.430
127.075 1.020 86.340 1.392
124.653 1.012 86.305 1.377
122.212 0.944 86.374 1.389
119.799 0.935 86.341 1.383
117.367 0.877 86.389 1.379
115.036 0.855 86.413 1.350
112.713 0.797 86.404 1.366
110.434 0.765 86.536 1.392
108.189 0.723 86.576 1.383
106.067 0.691 86.593 1.258
103.963 0.634 86.653 1.249
101.903 0.619 86.658 1.229
---
167.492 1.024 85.303 1.080
165.962 1.044 85.309 1.083
164.492 1.058 85.212 1.081
162.921 1.022 85.136 1.141
161.303 1.070 84.963 1.144
159.562 1.095 84.796 1.133
157.863 1.129 84.775 1.178
156.020 1.102 84.629 1.222
154.173 1.079 84.572 1.212
152.155 1.162 84.517 1.274
150.147 1.126 84.451 1.341
148.038 1.098 84.338 1.325
145.910 1.136 84.266 1.241
143.665 1.112 84.218 1.335
141.408 1.157 84.108 1.308
139.115 1.140 84.065 1.362
136.769 1.116 84.080 1.364
134.309 1.093 84.027 1.359
131.915 1.062 83.924 1.370
129.526 1.056 83.880 1.342
127.104 0.973 83.924 1.403
124.620 0.966 83.972 1.419
122.208 0.937 83.886 1.374
119.816 0.912 84.033 1.411
117.456 0.873 84.028 1.367
115.068 0.823 84.125 1.368
112.710 0.805 84.092 1.389
110.457 0.761 84.213 1.343
108.230 0.755 84.224 1.357
106.098 0.701 84.308 1.323
103.953 0.646 84.354 1.289
101.947 0.634 84.469 1.280
---
167.426 0.999 83.519 1.031
166.007 1.041 83.408 1.119
164.504 0.998 83.254 1.074
162.939 1.061 83.080 1.141
161.255 1.005 82.945 1.186
159.609 1.060 82.868 1.210
157.786 1.078 82.655 1.168
155.988 1.083 82.518 1.175
154.149 1.079 82.445 1.221
152.101 1.140 82.378 1.247
150.073 1.144 82.250 1.283
147.992 1.127 82.035 1.321
145.894 1.132 82.048 1.338
143.660 1.126 81.884 1.314
141.399 1.096 81.803 1.374
139.080 1.122 81.748 1.372
136.721 1.096 81.583 1.347
134.354 1.082 81.515 1.329
131.911 1.082 81.565 1.401
129.495 1.050 81.500 1.382
127.127 1.045 81.411 1.448
124.675 0.978 81.609 1.396
122.203 0.946 81.525 1.377
119.740 0.911 81.598 1.392
117.375 0.887 81.659 1.403
115.015 0.848 81.694 1.363
112.752 0.822 81.748 1.352
110.462 0.777 81.849 1.306
108.241 0.757 81.978 1.350
106.043 0.689 82.195 1.301
103.987 0.664 82.157 1.250
101.959 0.616 82.351 1.266
---
167.511 0.957 81.709 0.983
166.022 1.022 81.564 1.065
164.478 1.092 81.374 1.152
162.919 1.020 81.210 1.062
161.298 1.080 80.980 1.132
159.611 1.110 80.872 1.199
157.873 1.115 80.708 1.186
155.987 1.099 80.471 1.202
154.107 1.132 80.357 1.251
152.161 1.103 80.179 1.237
150.154 1.160 80.028 1.232
148.008 1.121 79.899 1.290
145.908 1.119 79.710 1.264
143.688 1.141 79.655 1.303
141.430 1.153 79.486 1.328
139.048 1.090 79.383 1.371
136.781 1.181 79.275 1.365
134.400 1.101 79.211 1.387
131.964 1.068 79.209 1.432
129.495 1.029 79.168 1.339
127.124 1.012 79.121 1.387
124.616 0.967 79.203 1.352
122.160 0.935 79.233 1.372
119.804 0.923 79.198 1.340
117.429 0.889 79.324 1.350
115.068 0.854 79.323 1.323
112.744 0.798 79.466 1.372
110.468 0.766 79.577 1.329
108.223 0.731 79.733 1.309
106.074 0.694 79.808 1.314
103.988 0.646 79.969 1.289
101.933 0.623 80.094 1.266
---
167.428 1.043 79.938 1.065
165.980 0.983 79.692 1.106
164.450 1.013 79.446 1.082
162.955 1.026 79.293 1.086
161.290 1.048 79.100 1.174
159.696 1.082 78.786 1.131
157.933 1.102 78.643 1.165
156.040 1.164 78.407 1.172
154.170 1.089 78.242 1.223
152.172 1.100 78.052 1.211
150.209 1.160 77.847 1.259
148.067 1.104 77.646 1.246
145.852 1.131 77.559 1.282
143.654 1.118 77.399 1.297
141.371 1.112 77.240 1.290
139.058 1.113 77.167 1.318
136.772 1.087 77.011 1.271
134.368 1.154 76.990 1.303
131.920 1.075 76.900 1.353
129.549 1.061 76.851 1.335
127.094 0.995 76.830 1.315
124.647 1.003 76.809 1.362
122.187 0.971 76.871 1.354
119.811 0.929 76.945 1.328
117.396 0.884 77.007 1.306
115.007 0.853 77.042 1.360
112.722 0.801 77.262 1.339
110.443 0.778 77.302 1.315
108.206 0.709 77.467 1.350
106.079 0.694 77.693 1.311
103.971 0.655 77.850 1.234
101.929 0.620 78.098 1.209
---
167.451 0.990 78.100 1.010
166.051 0.972 77.865 1.027
164.508 1.018 77.648 1.051
162.898 1.072 77.469 1.045
161.331 1.060 77.130 1.131
159.607 1.134 76.960 1.083
157.899 1.062 76.571 1.097
156.036 1.117 76.351 1.198
154.177 1.081 76.256 1.189
152.138 1.144 75.906 1.237
150.168 1.177 75.690 1.221
148.053 1.145 75.482 1.220
145.887 1.175 75.314 1.250
143.677 1.077 75.179 1.271
141.376 1.131 74.978 1.271
139.052 1.119 74.830 1.305
136.722 1.112 74.789 1.328
134.278 1.076 74.667 1.323
131.908 1.061 74.539 1.305
129.517 1.042 74.580 1.347
127.048 0.997 74.558 1.384
124.623 1.022 74.504 1.349
122.145 0.951 74.589 1.301
119.789 0.914 74.645 1.343
117.397 0.882 74.684 1.322
115.004 0.840 74.862 1.279
112.719 0.825 75.003 1.321
110.475 0.788 75.139 1.298
108.239 0.738 75.318 1.276
106.075 0.703 75.441 1.209
103.939 0.642 75.740 1.217
101.961 0.619 75.917 1.165
---
167.416 0.984 76.291 1.083
165.976 1.039 76.113 1.053
164.619 1.024 75.700 1.065
162.929 1.067 75.481 1.077
161.316 1.039 75.230 1.087
159.622 1.097 75.006 1.111
157.797 1.109 74.643 1.122
155.986 1.124 74.466 1.104
154.118 1.125 74.091 1.186
152.158 1.100 73.922 1.210
150.115 1.168 73.649 1.186
148.031 1.102 73.365 1.274
145.873 1.124 73.130 1.209
143.672 1.141 73.055 1.241
141.429 1.146 72.921 1.264
139.091 1.166 72.644 1.263
136.747 1.101 72.531 1.293
134.342 1.070 72.471 1.311
131.922 1.109 72.339 1.264
129.513 1.010 72.349 1.340
127.096 1.015 72.298 1.347
124.633 0.950 72.343 1.286
122.212 0.961 72.371 1.322
119.736 0.905 72.423 1.299
117.391 0.850 72.506 1.309
115.042 0.862 72.656 1.293
112.700 0.830 72.788 1.248
110.460 0.765 72.980 1.309
108.245 0.739 73.109 1.298
106.051 0.664 73.358 1.247
103.996 0.657 73.654 1.240
101.935 0.608 73.873 1.192
---
167.479 0.991 74.645 1.071
166.063 1.049 74.341 0.979
164.506 0.995 73.959 1.047
162.966 1.058 73.631 1.037
161.364 1.069 73.325 1.051
159.680 1.073 73.085 1.094
157.819 1.067 72.743 1.090
156.005 1.063 72.504 1.197
154.112 1.095 72.119 1.187
152.113 1.142 71.836 1.225
150.126 1.154 71.494 1.206
148.093 1.149 71.323 1.160
145.890 1.171 71.119 1.259
143.683 1.106 70.912 1.205
141.410 1.142 70.642 1.175
139.092 1.136 70.460 1.263
136.780 1.131 70.382 1.229
134.297 1.075 70.298 1.262
131.936 1.100 70.184 1.283
129.575 1.066 70.165 1.307
127.071 1.025 70.068 1.286
124.657 0.959 70.168 1.286
122.238 0.988 70.201 1.310
119.812 0.903 70.208 1.272
117.386 0.910 70.370 1.316
115.068 0.849 70.422 1.247
112.668 0.818 70.688 1.263
110.478 0.767 70.895 1.172
108.188 0.737 71.032 1.290
106.076 0.672 71.346 1.250
103.962 0.654 71.559 1.229
101.875 0.633 71.878 1.211
---
167.597 0.979 72.897 0.982
165.991 1.037 72.560 1.021
164.591 1.056 72.232 1.031
162.918 1.056 71.821 1.026
161.303 1.063 71.509 1.110
159.608 1.055 71.121 1.091
157.871 1.136 70.871 1.130
156.058 1.156 70.534 1.079
154.095 1.081 70.153 1.098
152.184 1.147 69.866 1.159
150.100 1.133 69.600 1.184
147.972 1.163 69.360 1.196
145.882 1.157 69.031 1.160
143.697 1.104 68.854 1.160
141.401 1.115 68.586 1.179
139.079 1.110 68.468 1.191
136.706 1.111 68.290 1.205
134.352 1.074 68.120 1.203
131.992 1.100 68.069 1.257
129.559 1.089 67.985 1.240
127.054 1.005 68.011 1.266
124.580 0.996 67.990 1.269
122.134 0.979 68.060 1.259
119.796 0.939 68.099 1.286
117.374 0.862 68.291 1.214
115.031 0.868 68.355 1.245
112.714 0.827 68.616 1.210
110.417 0.783 68.788 1.207
108.237 0.745 69.021 1.190
106.048 0.679 69.345 1.231
103.956 0.643 69.603 1.187
101.963 0.620 69.914 1.158
---
167.382 1.002 71.202 0.931
166.034 1.002 70.898 1.015
164.529 1.046 70.485 1.047
162.898 1.051 70.179 1.028
161.395 1.133 69.645 1.080
159.637 1.106 69.263 1.085
157.849 1.097 69.074 1.016
156.041 1.109 68.643 1.061
154.106 1.128 68.314 1.114
152.205 1.158 67.936 1.081
150.093 1.110 67.714 1.103
148.088 1.161 67.396 1.158
145.906 1.135 67.104 1.164
143.626 1.152 66.816 1.156
141.368 1.122 66.669 1.203
139.079 1.125 66.386 1.148
136.771 1.103 66.221 1.231
134.346 1.114 66.142 1.187
131.955 1.060 66.001 1.195
129.568 1.025 65.970 1.197
127.076 1.041 65.894 1.190
124.649 0.959 65.946 1.200
122.158 0.936 65.985 1.210
119.777 0.927 66.023 1.219
117.381 0.891 66.210 1.222
115.056 0.825 66.430 1.184
112.703 0.793 66.566 1.244
110.443 0.771 66.812 1.199
108.227 0.723 67.013 1.214
106.102 0.677 67.285 1.155
103.961 0.648 67.627 1.148
101.927 0.621 67.987 1.187
---
167.476 0.999 69.569 0.968
165.988 1.042 69.196 0.985
164.506 1.063 68.741 0.910
162.923 1.099 68.431 0.996
161.340 1.061 67.992 1.036
