phi std_phi theta std_theta
36.628 1.206 119.106 1.080
38.942 1.140 119.297 1.078
41.300 1.126 119.593 1.142
43.660 1.168 119.694 1.124
46.102 1.143 119.865 1.126
48.518 1.094 120.042 1.102
50.984 1.038 120.028 1.129
53.448 1.005 120.022 1.132
55.869 0.993 119.998 1.166
58.316 0.936 119.987 1.122
60.763 0.911 119.852 1.167
63.167 0.882 119.621 1.187
65.544 0.828 119.416 1.108
67.873 0.806 119.125 1.190
70.105 0.749 118.921 1.130
72.365 0.720 118.634 1.117
74.520 0.685 118.258 1.153
76.602 0.633 117.979 1.147
78.667 0.621 117.569 1.047
---
12.642 1.017 112.176 1.040
14.121 1.034 112.598 0.914
15.681 1.016 113.024 0.991
17.200 1.037 113.455 0.982
18.898 1.070 113.877 0.977
20.574 1.066 114.301 1.039
22.334 1.140 114.823 1.031
24.223 1.144 115.162 1.028
26.149 1.077 115.539 1.034
28.058 1.138 115.847 1.019
30.140 1.156 116.250 1.114
32.277 1.180 116.583 1.065
34.425 1.173 116.895 1.063
36.683 1.167 117.192 1.105
38.929 1.164 117.384 1.154
41.374 1.166 117.626 1.128
43.732 1.069 117.825 1.172
46.110 1.087 118.015 1.118
48.554 1.085 118.031 1.178
50.934 1.057 118.129 1.145
53.492 1.007 118.181 1.137
55.876 0.981 118.124 1.189
58.378 0.987 118.092 1.187
60.683 0.956 117.956 1.209
63.186 0.826 117.718 1.193
65.520 0.841 117.538 1.166
67.795 0.786 117.368 1.196
70.115 0.777 117.074 1.171
72.291 0.731 116.841 1.172
74.493 0.688 116.472 1.187
76.585 0.644 116.169 1.111
78.593 0.597 115.762 1.080
---
12.644 1.013 110.576 1.013
14.072 0.983 111.043 1.011
15.621 1.011 111.389 0.997
17.220 1.046 111.714 1.004
18.803 1.087 112.162 1.042
20.598 1.078 112.559 1.020
22.324 1.168 112.916 1.065
24.267 1.108 113.271 1.075
26.137 1.147 113.706 1.041
28.112 1.163 114.052 1.143
30.145 1.120 114.440 1.113
32.274 1.175 114.747 1.100
34.449 1.167 115.029 1.124
36.688 1.161 115.282 1.152
38.992 1.111 115.493 1.188
41.302 1.155 115.751 1.179
43.675 1.076 116.006 1.117
46.111 1.092 116.038 1.202
48.510 1.087 116.186 1.196
50.978 1.022 116.186 1.151
53.410 1.021 116.218 1.138
55.894 0.983 116.204 1.239
58.329 0.958 116.133 1.212
60.716 0.937 116.028 1.185
63.153 0.883 115.870 1.210
65.525 0.835 115.630 1.232
67.837 0.785 115.487 1.171
70.126 0.738 115.239 1.149
72.318 0.724 114.933 1.170
74.514 0.692 114.668 1.187
76.596 0.660 114.330 1.147
78.606 0.605 113.922 1.162
---
12.558 0.983 108.924 0.960
14.096 1.005 109.298 0.941
15.619 1.004 109.730 1.020
17.162 1.052 110.054 1.080
18.804 1.103 110.383 1.022
20.549 1.145 110.855 1.055
22.303 1.108 111.159 1.098
24.221 1.074 111.482 1.080
26.161 1.117 111.837 1.085
28.071 1.143 112.160 1.145
30.203 1.160 112.489 1.110
32.246 1.145 112.758 1.126
34.486 1.159 113.065 1.172
36.693 1.173 113.304 1.195
38.976 1.119 113.609 1.178
41.268 1.123 113.780 1.223
43.697 1.129 113.931 1.215
46.064 1.101 114.080 1.230
48.541 1.087 114.190 1.279
50.927 1.078 114.216 1.245
53.417 1.066 114.246 1.282
55.883 0.999 114.168 1.267
58.363 0.929 114.030 1.238
60.704 0.917 114.040 1.202
63.140 0.866 113.882 1.222
65.520 0.838 113.759 1.279
67.805 0.798 113.528 1.257
70.135 0.759 113.249 1.232
72.338 0.720 113.058 1.190
74.535 0.676 112.657 1.220
76.541 0.657 112.400 1.184
78.649 0.618 112.057 1.144
---
12.664 1.021 107.212 0.982
14.149 1.073 107.594 1.024
15.698 1.016 107.913 1.006
17.202 1.032 108.298 1.038
18.864 1.042 108.550 1.067
20.580 1.090 108.909 1.054
22.371 1.089 109.331 1.138
24.208 1.111 109.601 1.071
26.092 1.145 109.912 1.151
28.132 1.202 110.241 1.158
30.150 1.186 110.482 1.165
32.253 1.154 110.858 1.194
34.464 1.168 111.092 1.181
36.654 1.148 111.297 1.208
38.906 1.143 111.461 1.216
41.316 1.190 111.714 1.216
43.679 1.121 111.868 1.269
46.072 1.074 112.031 1.278
48.512 1.095 112.049 1.229
50.972 1.020 112.155 1.224
53.451 1.041 112.135 1.241
55.864 1.021 112.142 1.205
58.320 0.970 112.039 1.253
60.699 0.932 111.918 1.235
63.138 0.881 111.776 1.292
65.479 0.817 111.669 1.255
67.841 0.777 111.431 1.265
70.069 0.757 111.286 1.227
72.321 0.725 110.982 1.241
74.478 0.680 110.768 1.155
76.588 0.642 110.481 1.220
78.589 0.623 110.169 1.189
---
12.662 0.993 105.486 1.090
14.160 0.989 105.782 1.072
15.622 1.035 106.174 1.050
17.205 1.058 106.408 1.083
18.853 1.067 106.759 1.042
20.489 1.058 107.015 1.100
22.384 1.092 107.419 1.091
24.149 1.159 107.639 1.125
26.058 1.135 107.971 1.200
28.115 1.122 108.312 1.129
30.145 1.155 108.488 1.147
32.258 1.143 108.771 1.180
34.452 1.176 108.967 1.188
36.729 1.153 109.292 1.210
38.995 1.206 109.442 1.260
41.315 1.111 109.641 1.243
43.668 1.138 109.802 1.248
46.094 1.073 109.814 1.282
48.522 1.062 109.923 1.311
50.893 1.053 109.963 1.274
53.430 1.031 109.983 1.298
55.806 1.005 109.940 1.277
58.350 0.929 109.912 1.254
60.750 0.925 109.854 1.267
63.171 0.896 109.728 1.244
65.502 0.838 109.544 1.266
67.843 0.807 109.409 1.292
70.107 0.779 109.156 1.243
72.346 0.748 108.945 1.277
74.477 0.688 108.780 1.221
76.619 0.650 108.397 1.178
78.589 0.625 108.194 1.238
---
12.576 1.007 103.760 1.022
14.092 0.995 104.035 1.068
15.615 1.011 104.356 1.034
17.226 1.031 104.626 1.080
18.850 1.077 104.838 1.091
20.596 1.112 105.212 1.082
22.361 1.104 105.426 1.109
24.185 1.109 105.710 1.133
26.102 1.091 106.008 1.149
28.100 1.143 106.186 1.242
30.200 1.144 106.524 1.216
32.278 1.169 106.738 1.219
34.455 1.161 106.905 1.266
36.692 1.160 107.097 1.283
38.944 1.134 107.277 1.280
41.341 1.144 107.455 1.277
43.692 1.085 107.511 1.287
46.050 1.068 107.675 1.291
48.514 1.104 107.741 1.351
50.973 1.017 107.794 1.272
53.409 1.000 107.819 1.320
55.888 0.963 107.779 1.341
58.358 0.946 107.756 1.289
60.749 0.927 107.673 1.338
63.118 0.895 107.515 1.327
65.499 0.834 107.435 1.338
67.839 0.808 107.270 1.285
70.096 0.772 107.072 1.330
72.318 0.723 106.832 1.293
74.525 0.663 106.662 1.245
76.576 0.657 106.406 1.237
78.585 0.626 106.150 1.235
---
12.625 1.022 102.010 1.078
14.108 0.992 102.245 1.029
15.621 1.002 102.467 1.074
17.209 1.025 102.677 1.110
18.823 1.124 102.954 1.167
20.564 1.181 103.268 1.111
22.345 1.115 103.496 1.166
24.140 1.130 103.730 1.177
26.086 1.145 103.917 1.184
28.099 1.156 104.157 1.221
30.183 1.184 104.436 1.237
32.282 1.157 104.561 1.240
34.410 1.191 104.742 1.297
36.622 1.138 104.937 1.264
38.959 1.124 105.213 1.281
41.265 1.109 105.209 1.288
43.676 1.084 105.330 1.284
46.120 1.072 105.451 1.347
48.543 1.073 105.550 1.326
50.965 1.056 105.528 1.359
53.401 1.015 105.533 1.350
55.837 1.000 105.551 1.303
58.328 0.928 105.484 1.320
60.754 0.894 105.450 1.312
63.137 0.908 105.330 1.348
65.484 0.834 105.252 1.341
67.818 0.804 105.036 1.353
70.133 0.754 104.893 1.272
72.312 0.721 104.731 1.296
74.486 0.703 104.552 1.275
76.614 0.645 104.300 1.250
78.607 0.605 104.091 1.213
---
12.640 0.969 100.139 1.049
14.063 1.002 100.327 1.098
15.549 1.050 100.533 1.085
17.242 1.077 100.772 1.101
18.794 1.074 100.996 1.148
20.564 1.113 101.244 1.143
22.323 1.119 101.486 1.184
24.196 1.123 101.650 1.193
26.135 1.172 101.891 1.232
28.090 1.142 102.026 1.289
30.168 1.146 102.291 1.196
32.232 1.151 102.434 1.278
34.421 1.113 102.549 1.249
36.652 1.154 102.821 1.331
39.011 1.108 102.889 1.311
41.350 1.081 102.971 1.358
43.656 1.103 103.082 1.299
46.068 1.122 103.134 1.400
48.497 1.079 103.150 1.378
50.980 1.050 103.244 1.416
53.398 1.009 103.229 1.345
55.872 0.985 103.303 1.387
58.307 0.971 103.234 1.359
60.707 0.916 103.178 1.411
63.147 0.891 103.096 1.318
65.507 0.857 102.982 1.337
67.837 0.804 102.869 1.361
70.081 0.748 102.715 1.338
72.301 0.726 102.592 1.284
74.501 0.691 102.305 1.290
76.565 0.646 102.207 1.239
78.592 0.617 102.042 1.249
---
12.687 0.980 98.312 1.119
14.096 0.976 98.473 1.089
15.699 1.029 98.714 1.098
17.180 1.050 98.855 1.067
18.820 1.096 99.071 1.113
20.583 1.067 99.209 1.137
22.357 1.109 99.393 1.172
24.244 1.117 99.557 1.178
26.034 1.137 99.820 1.188
28.149 1.150 99.959 1.255
30.167 1.154 100.067 1.211
32.257 1.142 100.212 1.309
34.453 1.148 100.315 1.259
36.643 1.136 100.419 1.352
38.904 1.150 100.576 1.327
41.331 1.153 100.697 1.352
43.694 1.109 100.733 1.337
46.103 1.093 100.803 1.403
48.499 1.060 100.900 1.332
51.028 1.044 100.853 1.363
53.433 1.048 100.940 1.351
55.814 0.989 100.832 1.391
58.351 0.947 100.866 1.375
60.740 0.922 100.817 1.344
63.149 0.855 100.754 1.353
65.518 0.836 100.636 1.340
67.801 0.801 100.477 1.348
70.118 0.751 100.403 1.308
72.331 0.710 100.312 1.282
74.445 0.695 100.209 1.284
76.573 0.644 99.971 1.233
78.635 0.623 99.813 1.282
---
12.586 1.001 96.531 1.050
14.023 0.971 96.632 1.056
15.626 1.058 96.807 1.100
17.269 1.057 96.983 1.197
18.811 1.060 97.016 1.184
20.535 1.098 97.152 1.116
22.332 1.131 97.325 1.186
24.247 1.148 97.541 1.168
26.123 1.090 97.637 1.228
28.134 1.128 97.734 1.286
30.174 1.167 97.939 1.283
32.265 1.132 97.957 1.325
34.422 1.106 98.021 1.318
36.601 1.168 98.214 1.309
38.995 1.141 98.286 1.352
41.286 1.130 98.348 1.394
43.687 1.119 98.371 1.396
46.114 1.117 98.458 1.403
48.547 1.040 98.550 1.403
50.975 1.071 98.541 1.421
53.425 1.016 98.538 1.396
55.879 0.988 98.576 1.412
58.348 0.978 98.434 1.402
60.758 0.920 98.435 1.389
63.123 0.879 98.385 1.391
65.525 0.836 98.290 1.318
67.819 0.796 98.231 1.345
70.077 0.753 98.162 1.291
72.318 0.724 98.043 1.277
74.490 0.691 97.935 1.282
76.546 0.664 97.878 1.297
78.599 0.621 97.664 1.286
---
12.644 1.012 94.648 1.096
14.057 0.999 94.802 1.125
15.622 1.022 94.899 1.111
17.199 1.048 95.032 1.155
18.812 1.074 95.065 1.143
20.509 1.072 95.238 1.211
22.405 1.144 95.254 1.159
24.155 1.103 95.372 1.238
26.100 1.100 95.423 1.208
28.096 1.191 95.585 1.245
30.157 1.170 95.675 1.322
32.270 1.151 95.696 1.265
34.405 1.117 95.837 1.303
36.734 1.109 95.851 1.363
38.935 1.095 95.838 1.368
41.300 1.158 95.954 1.377
43.665 1.127 96.023 1.369
46.077 1.074 96.123 1.399
48.529 1.076 96.085 1.375
50.969 1.042 96.090 1.392
53.425 1.025 96.126 1.423
55.853 0.969 96.103 1.473
58.321 0.977 96.024 1.417
60.759 0.907 95.997 1.419
63.149 0.878 96.045 1.392
65.486 0.845 95.958 1.362
67.805 0.809 95.902 1.377
70.076 0.737 95.919 1.302
72.335 0.722 95.820 1.369
74.475 0.700 95.726 1.315
76.596 0.664 95.595 1.291
78.604 0.606 95.501 1.268
---
12.625 1.033 92.785 1.036
14.062 0.985 92.857 1.075
15.623 1.025 92.935 1.140
17.199 1.062 92.992 1.179
18.867 1.020 93.186 1.150
20.578 1.086 93.111 1.176
22.410 1.132 93.126 1.217
24.221 1.145 93.220 1.250
26.078 1.127 93.261 1.241
28.078 1.152 93.360 1.284
30.212 1.186 93.358 1.292
32.275 1.139 93.407 1.314
34.402 1.152 93.525 1.338
36.683 1.165 93.564 1.394
39.013 1.088 93.592 1.384
41.263 1.142 93.584 1.402
43.697 1.050 93.675 1.378
46.099 1.097 93.639 1.371
48.516 1.102 93.658 1.440
51.002 1.041 93.678 1.405
53.376 1.014 93.630 1.389
55.847 1.005 93.666 1.458
58.349 0.927 93.652 1.457
60.731 0.923 93.622 1.402
63.130 0.878 93.589 1.437
65.506 0.849 93.584 1.392
67.824 0.825 93.609 1.352
70.087 0.775 93.521 1.387
72.326 0.731 93.454 1.371
74.450 0.682 93.412 1.286
76.577 0.653 93.300 1.276
78.623 0.618 93.331 1.323
---
12.563 1.014 90.904 1.095
14.179 1.014 90.946 1.036
15.549 0.996 90.914 1.124
17.240 1.021 90.979 1.146
18.853 1.083 91.043 1.193
20.583 1.086 91.029 1.200
22.327 1.147 91.015 1.219
24.224 1.177 91.099 1.258
26.103 1.099 91.038 1.270
28.077 1.146 91.142 1.244
30.182 1.148 91.153 1.277
32.236 1.155 91.136 1.353
34.443 1.165 91.142 1.319
36.695 1.120 91.138 1.361
39.001 1.120 91.168 1.365
41.298 1.142 91.162 1.401
43.685 1.112 91.242 1.417
46.104 1.096 91.315 1.381
48.507 1.109 91.239 1.483
50.933 1.086 91.156 1.461
53.402 1.021 91.157 1.393
55.918 0.974 91.269 1.396
58.315 0.936 91.231 1.421
60.783 0.928 91.224 1.366
63.113 0.894 91.267 1.412
65.503 0.852 91.204 1.404
67.834 0.830 91.152 1.315
70.112 0.766 91.124 1.345
72.358 0.720 91.198 1.357
74.483 0.709 91.158 1.309
76.590 0.650 91.143 1.337
78.640 0.622 91.112 1.271
---
12.670 0.966 89.017 1.081
14.133 1.017 89.003 1.050
15.671 1.119 89.043 1.119
17.305 1.083 89.055 1.139
18.834 1.071 88.984 1.127
20.541 1.091 88.969 1.197
22.391 1.105 88.945 1.182
24.129 1.085 88.907 1.287
26.066 1.131 88.908 1.281
28.094 1.154 88.832 1.287
30.184 1.110 88.896 1.290
32.310 1.160 88.804 1.321
34.453 1.157 88.832 1.349
36.665 1.166 88.846 1.369
38.995 1.121 88.780 1.377
41.333 1.102 88.837 1.433
43.653 1.114 88.824 1.409
46.061 1.100 88.762 1.422
48.513 1.089 88.782 1.394
50.968 1.044 88.762 1.399
53.432 1.037 88.785 1.435
55.885 0.982 88.755 1.399
58.336 0.956 88.802 1.437
60.679 0.917 88.791 1.400
63.174 0.862 88.806 1.345
65.499 0.847 88.821 1.423
67.803 0.801 88.879 1.405
70.136 0.757 88.794 1.399
72.301 0.740 88.830 1.350
74.517 0.709 88.857 1.298
76.565 0.632 88.911 1.288
78.607 0.607 88.854 1.313
---
12.609 1.032 87.186 1.090
14.094 1.031 87.116 1.107
15.652 1.025 87.118 1.099
17.160 1.059 87.014 1.192
18.865 1.036 86.992 1.183
20.555 1.119 86.882 1.168
22.407 1.077 86.912 1.200
24.235 1.138 86.768 1.257
26.157 1.150 86.747 1.229
28.074 1.152 86.638 1.300
30.113 1.183 86.596 1.338
32.310 1.159 86.584 1.336
34.424 1.177 86.480 1.317
36.698 1.146 86.462 1.351
38.983 1.167 86.427 1.394
41.241 1.145 86.371 1.354
43.659 1.123 86.388 1.382
46.125 1.075 86.349 1.368
48.514 1.094 86.290 1.421
50.990 1.042 86.341 1.427
53.377 1.012 86.271 1.386
55.815 1.005 86.305 1.410
58.287 0.972 86.318 1.408
60.721 0.909 86.337 1.384
63.106 0.862 86.431 1.405
65.502 0.838 86.397 1.417
67.832 0.790 86.409 1.370
70.074 0.773 86.469 1.371
72.343 0.709 86.488 1.405
74.481 0.673 86.510 1.359
76.578 0.675 86.578 1.252
78.588 0.622 86.636 1.294
---
12.666 1.041 85.370 1.112
14.103 1.028 85.274 1.098
15.652 1.076 85.067 1.083
17.131 1.012 85.102 1.122
18.884 1.083 84.855 1.153
20.548 1.071 84.881 1.159
22.314 1.160 84.768 1.210
24.192 1.152 84.667 1.206
26.173 1.134 84.583 1.233
28.154 1.166 84.390 1.302
30.131 1.144 84.384 1.248
32.323 1.158 84.211 1.324
34.467 1.211 84.235 1.342
36.678 1.153 84.177 1.347
38.961 1.131 84.141 1.321
41.316 1.128 84.026 1.350
43.698 1.106 84.002 1.376
46.033 1.110 83.838 1.362
48.562 1.070 83.852 1.366
50.964 1.062 83.973 1.390
53.389 1.021 83.941 1.403
55.876 0.984 83.893 1.427
58.300 0.957 83.946 1.425
60.753 0.928 83.902 1.360
63.114 0.890 83.989 1.376
65.498 0.848 84.059 1.383
67.818 0.782 84.053 1.383
70.108 0.766 84.207 1.425
72.316 0.705 84.146 1.295
74.452 0.692 84.361 1.290
76.579 0.651 84.378 1.302
78.596 0.624 84.495 1.256
---
12.631 0.970 83.462 1.071
14.108 1.021 83.373 1.140
15.649 1.039 83.172 1.128
17.138 1.041 83.097 1.116
18.842 1.094 82.949 1.144
20.554 1.101 82.718 1.202
22.398 1.083 82.690 1.206
24.175 1.136 82.506 1.269
26.130 1.135 82.412 1.252
28.138 1.152 82.240 1.254
30.128 1.139 82.219 1.292
32.314 1.145 82.114 1.331
34.450 1.164 81.928 1.337
36.672 1.142 81.781 1.368
38.976 1.145 81.768 1.350
41.347 1.131 81.622 1.354
43.715 1.116 81.587 1.381
46.051 1.130 81.549 1.434
48.493 1.040 81.462 1.374
50.957 1.088 81.390 1.407
53.433 1.024 81.488 1.439
55.904 1.014 81.528 1.401
58.338 0.909 81.485 1.446
60.749 0.922 81.601 1.374
63.161 0.874 81.624 1.371
65.520 0.800 81.657 1.344
67.805 0.800 81.728 1.366
70.102 0.752 81.810 1.340
72.306 0.729 81.939 1.364
74.490 0.685 82.013 1.291
76.524 0.650 82.134 1.305
78.605 0.622 82.348 1.286
---
12.563 0.994 81.618 1.077
14.118 1.075 81.421 1.057
15.691 1.078 81.272 1.067
17.155 1.072 81.135 1.147
18.824 1.025 80.948 1.176
20.657 1.077 80.709 1.190
22.333 1.107 80.532 1.180
24.216 1.120 80.442 1.216
26.095 1.147 80.291 1.201
28.126 1.123 80.054 1.239
30.197 1.120 79.976 1.300
32.311 1.155 79.795 1.345
34.487 1.128 79.633 1.338
36.697 1.127 79.542 1.300
38.979 1.152 79.444 1.352
41.302 1.076 79.250 1.369
43.651 1.126 79.251 1.335
46.111 1.092 79.115 1.363
48.443 1.095 79.145 1.398
50.941 1.043 79.051 1.390
53.411 1.039 79.114 1.368
55.861 0.976 79.131 1.384
58.320 0.960 79.119 1.409
60.730 0.928 79.169 1.326
63.118 0.893 79.221 1.397
65.526 0.864 79.312 1.309
67.820 0.795 79.419 1.354
70.109 0.761 79.533 1.364
72.316 0.723 79.635 1.271
74.472 0.689 79.809 1.266
76.570 0.646 80.009 1.230
78.612 0.614 80.160 1.243
---
12.654 1.007 79.899 1.024
14.079 1.034 79.581 1.106
15.581 1.050 79.367 1.121
17.177 1.044 79.212 1.080
18.850 1.096 78.975 1.092
20.581 1.124 78.710 1.189
22.369 1.103 78.587 1.150
24.119 1.100 78.328 1.205
26.142 1.160 78.163 1.209
28.113 1.193 77.946 1.222
30.106 1.097 77.779 1.268
32.255 1.152 77.559 1.238
34.491 1.162 77.356 1.260
36.688 1.131 77.273 1.253
38.945 1.121 77.133 1.302
41.312 1.107 77.007 1.378
43.668 1.134 76.909 1.358
46.085 1.081 76.848 1.325
48.587 1.097 76.803 1.400
50.949 1.077 76.739 1.354
53.445 1.012 76.742 1.394
55.893 1.001 76.755 1.341
58.319 0.951 76.801 1.330
60.768 0.894 76.820 1.329
63.107 0.864 76.901 1.370
65.503 0.870 77.065 1.374
67.809 0.779 77.221 1.313
70.120 0.780 77.308 1.326
72.305 0.718 77.454 1.329
74.462 0.701 77.599 1.242
76.569 0.650 77.844 1.295
78.611 0.619 77.943 1.281
---
12.689 1.038 77.997 1.075
14.097 1.028 77.761 1.068
15.632 1.037 77.438 1.059
17.257 1.108 77.314 1.089
18.834 1.130 76.972 1.097
20.532 1.069 76.711 1.112
22.354 1.121 76.469 1.190
24.190 1.113 76.334 1.166
26.137 1.139 75.945 1.207
28.094 1.124 75.863 1.236
30.189 1.134 75.569 1.272
32.254 1.114 75.423 1.277
34.439 1.143 75.197 1.243
36.681 1.135 75.034 1.247
38.893 1.150 74.896 1.268
41.290 1.122 74.746 1.271
43.691 1.075 74.651 1.285
46.111 1.070 74.555 1.334
48.506 1.043 74.539 1.308
51.005 1.049 74.413 1.306
53.445 1.003 74.422 1.346
55.836 1.000 74.440 1.373
58.331 0.961 74.468 1.327
60.755 0.920 74.581 1.319
63.135 0.858 74.715 1.311
65.494 0.853 74.781 1.354
67.806 0.796 74.947 1.303
70.127 0.758 75.056 1.340
72.350 0.710 75.291 1.339
74.465 0.670 75.479 1.254
76.576 0.645 75.638 1.266
78.615 0.611 75.883 1.212
---
12.698 0.999 76.296 1.029
14.125 1.052 75.916 1.047
15.630 1.032 75.709 1.063
17.115 1.027 75.412 1.050
18.879 1.056 75.168 1.073
20.562 1.112 74.856 1.128
22.310 1.117 74.551 1.132
24.248 1.147 74.346 1.152
26.117 1.121 74.041 1.237
28.088 1.135 73.737 1.189
30.117 1.135 73.424 1.208
32.292 1.122 73.328 1.232
34.436 1.155 73.072 1.243
36.656 1.151 72.805 1.276
38.981 1.111 72.659 1.278
41.254 1.111 72.564 1.293
43.631 1.145 72.396 1.321
46.099 1.080 72.356 1.269
48.516 1.099 72.227 1.346
50.942 1.055 72.284 1.335
53.425 1.015 72.223 1.336
55.861 0.962 72.172 1.287
58.278 0.937 72.276 1.318
60.754 0.901 72.332 1.338
63.164 0.858 72.456 1.260
65.536 0.853 72.578 1.271
67.866 0.808 72.790 1.269
70.095 0.779 72.914 1.278
72.284 0.705 73.050 1.258
74.447 0.684 73.365 1.240
76.577 0.662 73.578 1.237
78.589 0.621 73.816 1.218
---
12.669 0.997 74.542 0.989
14.096 1.002 74.152 1.052
15.578 1.068 73.879 1.071
17.243 1.081 73.524 1.126
18.877 1.085 73.244 1.136
20.612 1.121 72.898 1.107
22.364 1.131 72.596 1.089
24.240 1.147 72.275 1.127
26.155 1.136 72.053 1.183
28.077 1.159 71.716 1.186
30.196 1.185 71.456 1.164
32.313 1.187 71.183 1.224
34.452 1.188 70.982 1.193
36.735 1.128 70.691 1.231
39.035 1.139 70.557 1.271
41.337 1.126 70.399 1.236
43.679 1.140 70.274 1.247
46.079 1.087 70.064 1.309
48.556 1.061 70.131 1.309
50.977 1.070 69.960 1.272
53.399 1.044 70.026 1.269
55.877 0.997 70.016 1.324
58.323 0.935 70.078 1.303
60.727 0.928 70.140 1.297
63.140 0.850 70.277 1.272
65.513 0.817 70.450 1.322
67.790 0.794 70.563 1.261
70.122 0.757 70.790 1.249
72.353 0.701 71.015 1.265
74.494 0.692 71.229 1.219
76.595 0.659 71.592 1.171
78.612 0.624 71.849 1.254
---
12.629 0.958 72.746 1.018
14.054 1.036 72.411 0.980
15.595 1.043 72.021 1.014
17.211 1.118 71.744 1.089
18.799 1.131 71.436 1.057
20.554 1.095 71.023 1.077
22.324 1.089 70.722 1.125
24.184 1.095 70.385 1.126
26.124 1.173 70.127 1.099
28.116 1.148 69.732 1.147
30.160 1.106 69.482 1.158
32.149 1.149 69.170 1.186
34.442 1.154 68.929 1.240
36.726 1.192 68.689 1.190
38.942 1.133 68.415 1.209
41.284 1.136 68.319 1.237
43.704 1.084 68.224 1.277
46.056 1.127 67.994 1.231
48.509 1.087 67.914 1.261
50.936 1.025 67.866 1.260
53.437 1.024 67.894 1.271
55.883 0.989 67.827 1.264
58.318 0.942 68.002 1.252
60.719 0.901 68.015 1.324
63.123 0.878 68.209 1.292
65.519 0.833 68.366 1.282
67.849 0.799 68.474 1.243
70.084 0.758 68.765 1.183
72.285 0.752 68.951 1.182
74.473 0.677 69.242 1.235
76.586 0.632 69.618 1.206
78.653 0.622 69.883 1.204
---
12.611 0.997 71.093 1.001
14.144 1.082 70.737 1.000
15.646 1.047 70.252 1.029
17.224 1.057 69.877 1.035
18.900 1.035 69.541 1.067
20.566 1.086 69.304 1.055
22.353 1.123 68.858 1.045
24.208 1.106 68.477 1.058
26.091 1.159 68.099 1.155
28.126 1.102 67.794 1.121
30.202 1.085 67.555 1.124
32.265 1.142 67.171 1.150
34.490 1.082 66.840 1.111
36.709 1.114 66.611 1.200
38.976 1.136 66.441 1.237
41.288 1.119 66.165 1.184
43.693 1.134 66.115 1.243
46.086 1.072 65.952 1.210
48.468 1.070 65.857 1.198
50.995 1.081 65.809 1.221
53.437 1.027 65.838 1.294
55.881 0.977 65.821 1.222
58.318 0.956 65.871 1.165
60.785 0.906 65.984 1.224
63.109 0.849 66.117 1.227
65.535 0.851 66.333 1.247
67.833 0.810 66.458 1.250
70.065 0.748 66.667 1.224
72.354 0.720 66.998 1.213
74.483 0.673 67.284 1.240
76.562 0.665 67.565 1.156
78.598 0.612 67.957 1.186
---
12.696 1.036 69.450 0.919
14.114 0.976 69.067 0.979
15.682 1.107 68.641 1.000
17.201 1.053 68.209 1.001
18.855 1.084 67.807 1.076
